,Date,Home,Away,Favorite,Spread,O/U,Attendance,Capacity
378,12/9/2022,TOR,ORL,TOR,-7.5,221.5,17008,18500
379,12/9/2022,ATL,BKN,BKN,-7.5,232.5,18072,17732
380,12/9/2022,SAC,CLE,CLE,-3.5,217.5,19432,19432
381,12/9/2022,LAL,PHI,PHI,-4.5,228.5,20852,19746
382,12/9/2022,DET,MEM,MEM,-10.5,227.5,17103,18400
383,12/9/2022,PHX,NOP,NOP,-0.5,229.5,16381,16867
384,12/9/2022,MIN,UTA,UTA,-0.5,234.5,18206,18206
385,12/9/2022,MIL,DAL,MIL,-1.5,224.5,20277,19200
386,12/10/2022,SAS,MIA,MIA,-12.5,223.5,19600,19600
387,12/10/2022,BKN,IND,IND,-8.5,225.5,14280,17923
388,12/10/2022,LAC,WAS,LAC,-4.5,218.5,18404,20600
389,12/10/2022,OKC,CLE,CLE,-4.5,218.5,19432,19432
