,Name,Team,Location,Opponent,Date,Result,Mins,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
13,Raul Neto,CLE,H,CHA,2023-04-09,L,22,97.8,123.9,-26.1,50.0,3.0,31.6,4.5,0.0,2.9,10.5,44.4,58.0,26.5,102.22,10.1
14,Torrey Craig,PHX,H,LAC,2023-04-09,L,6,75.0,100.0,-25.0,0.0,0.0,0.0,0.0,33.3,13.3,0.0,150.0,150.0,6.7,104.1,37.0
15,Anthony Lamb,GSW,A,POR,2023-04-09,W,11,154.2,104.0,50.2,25.0,0.0,60.0,0.0,27.3,15.0,0.0,100.0,100.0,7.1,110.08,13.4
16,Kris Dunn,UTA,A,LAL,2023-04-09,L,40,108.8,123.3,-14.5,25.0,2.67,26.7,0.0,23.3,11.9,10.0,66.7,68.9,22.4,107.88,15.4
17,Christian Koloko,TOR,H,MIL,2023-04-09,W,25,118.5,103.8,14.7,12.5,0.0,37.5,0.0,17.4,9.1,0.0,75.0,71.7,8.5,103.0,9.9
18,Meyers Leonard,MIL,A,TOR,2023-04-09,L,31,101.5,118.8,-17.2,4.5,1.0,14.3,17.9,24.1,21.1,14.3,87.5,94.0,8.6,101.23,12.1
19,Cody Zeller,MIA,H,ORL,2023-04-09,W,12,116.0,104.0,12.0,22.2,0.0,33.3,9.1,25.0,17.4,0.0,100.0,79.8,14.8,100.0,14.0
20,Rudy Gobert,MIN,H,NOP,2023-04-09,W,13,67.9,113.8,-45.9,0.0,0.0,0.0,0.0,20.0,9.4,0.0,100.0,100.0,3.2,104.69,11.2
21,A.J. Lawson,DAL,H,SAS,2023-04-09,L,23,96.4,120.0,-23.6,6.3,0.0,8.3,3.3,14.8,8.8,0.0,50.0,44.6,19.0,114.53,4.5
22,Jalen Johnson,ATL,A,BOS,2023-04-09,L,19,113.9,121.1,-7.2,27.3,0.0,21.4,0.0,16.7,7.9,0.0,70.0,68.9,28.2,96.0,16.9
23,Goga Bitadze,ORL,A,MIA,2023-04-09,L,20,110.0,125.0,-15.0,7.1,1.0,16.7,19.0,26.7,22.2,16.7,50.0,50.0,10.6,94.5,7.8
24,Wendell Moore Jr.,MIN,H,NOP,2023-04-09,W,0,200.0,0.0,200.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,50.0,685.71,100.0
25,Alperen Sengun,HOU,A,WAS,2023-04-09,W,24,107.4,114.8,-7.4,33.3,1.5,28.6,12.0,30.0,21.8,19.0,44.4,53.6,25.4,110.14,16.2
26,Udoka Azubuike,UTA,A,LAL,2023-04-09,L,27,96.7,132.2,-35.5,5.0,0.0,14.3,7.1,13.8,10.5,0.0,100.0,93.2,9.5,107.64,10.8
27,De'Andre Hunter,ATL,A,BOS,2023-04-09,L,17,118.4,115.8,2.6,8.3,0.5,7.7,0.0,16.7,8.3,15.4,61.1,67.8,27.9,109.11,12.3
28,Corey Kispert,WAS,H,HOU,2023-04-09,L,12,137.0,117.9,19.2,12.5,0.0,11.1,7.1,12.5,10.0,0.0,106.3,106.6,24.2,107.32,28.1
29,Will Barton,TOR,H,MIL,2023-04-09,W,14,116.7,110.3,6.3,10.0,0.0,10.0,7.7,7.7,7.7,0.0,66.7,66.7,25.7,100.54,15.4
30,Terry Taylor,CHI,H,DET,2023-04-09,W,15,124.2,61.8,62.5,0.0,0.0,0.0,11.8,10.5,11.1,0.0,66.7,64.4,10.8,106.84,10.8
31,Buddy Hield,IND,A,NYK,2023-04-09,W,24,141.5,107.5,34.0,19.0,4.0,36.4,5.0,20.0,13.3,9.1,125.0,125.0,12.5,108.33,17.3
32,Simone Fontecchio,UTA,A,LAL,2023-04-09,L,31,109.0,113.6,-4.7,8.7,0.0,10.0,5.6,20.6,12.9,0.0,55.6,55.6,23.7,102.14,12.1
33,Lester Quinones,GSW,A,POR,2023-04-09,W,11,154.2,104.0,50.2,8.3,1.0,16.7,11.1,0.0,5.0,16.7,150.0,119.7,17.9,110.08,15.0
34,Jordan McLaughlin,MIN,H,NOP,2023-04-09,W,18,123.5,111.4,12.1,35.7,0.0,71.4,0.0,10.5,5.7,0.0,150.0,133.0,5.3,94.36,18.9
35,Killian Hayes,DET,A,CHI,2023-04-09,L,39,85.4,92.5,-7.1,38.9,1.4,21.9,4.8,12.5,8.9,15.6,52.8,60.4,25.8,99.02,19.8
36,Dewayne Dedmon,PHI,A,BKN,2023-04-09,W,19,152.5,104.8,47.7,26.7,2.0,28.6,0.0,35.0,19.4,14.3,81.3,82.9,22.2,102.95,18.9
37,Cam Thomas,BKN,H,PHI,2023-04-09,L,43,106.5,126.6,-20.1,5.9,0.25,2.7,0.0,4.3,2.2,10.8,65.5,70.7,35.0,104.98,17.2
38,Christian Braun,DEN,H,SAC,2023-04-09,W,23,102.2,120.0,-17.8,0.0,0.0,0.0,8.7,0.0,4.3,16.7,44.4,50.6,22.2,95.72,3.6
39,JaMychal Green,GSW,A,POR,2023-04-09,W,12,119.2,75.0,44.2,9.1,0.0,33.3,0.0,5.9,3.8,0.0,50.0,50.0,7.4,108.3,4.9
40,Donovan Williams,ATL,A,BOS,2023-04-09,L,3,133.3,33.3,100.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,50.0,50.0,50.0,112.21,30.0
41,Neemias Queta,SAC,A,DEN,2023-04-09,L,4,100.0,100.0,0.0,0.0,0.0,0.0,20.0,33.3,25.0,0.0,0.0,0.0,9.1,97.53,6.7
42,Gabe York,IND,A,NYK,2023-04-09,W,12,133.3,114.3,19.0,10.0,0.0,12.5,0.0,0.0,0.0,0.0,50.0,50.0,21.9,112.71,3.2
43,Derrick White,BOS,H,ATL,2023-04-09,W,5,158.3,107.7,50.6,20.0,1.0,25.0,0.0,0.0,0.0,25.0,75.0,75.0,21.4,116.88,6.8
44,Isaiah Todd,WAS,H,HOU,2023-04-09,L,45,104.0,110.0,-6.0,10.8,4.0,20.0,3.8,19.6,11.5,5.0,17.9,23.5,13.9,105.65,3.0
45,Jared Butler,OKC,H,MEM,2023-04-09,W,46,113.5,95.9,17.7,12.5,1.33,14.3,2.3,3.7,3.1,10.7,59.5,59.5,22.4,101.54,9.6
46,Payton Pritchard,BOS,H,ATL,2023-04-09,W,46,125.5,113.8,11.7,34.4,1.57,28.2,2.2,25.0,14.4,17.9,69.0,70.0,26.2,98.34,15.3
47,Johnny Juzang,UTA,A,LAL,2023-04-09,L,16,127.8,105.7,22.1,0.0,0.0,0.0,11.1,11.8,11.4,0.0,44.4,44.4,22.0,106.06,7.3
48,Blake Griffin,BOS,H,ATL,2023-04-09,W,5,158.3,107.7,50.6,20.0,1.0,20.0,0.0,33.3,18.2,20.0,50.0,50.0,28.6,116.88,6.8
49,AJ Griffin,ATL,A,BOS,2023-04-09,L,29,113.3,116.4,-3.1,9.1,0.0,12.5,2.8,6.7,4.5,0.0,42.3,45.4,19.7,99.0,7.3
50,Dean Wade,CLE,H,CHA,2023-04-09,L,24,87.8,100.0,-12.2,8.3,1.0,12.5,0.0,13.6,6.4,12.5,75.0,75.0,12.7,97.95,14.7
51,Kessler Edwards,SAC,A,DEN,2023-04-09,L,10,81.0,113.6,-32.7,0.0,0.0,0.0,8.3,0.0,5.3,0.0,0.0,0.0,8.0,105.67,-17.2
52,Danny Green,CLE,H,CHA,2023-04-09,L,25,81.8,107.5,-25.7,7.7,0.33,6.3,3.2,13.0,7.4,18.8,54.2,54.2,24.2,105.16,3.4
53,Bam Adebayo,MIA,H,ORL,2023-04-09,W,8,100.0,94.1,5.9,16.7,0.0,25.0,22.2,8.3,14.3,0.0,66.7,66.7,15.8,103.07,20.3
54,Mamadi Diakite,CLE,H,CHA,2023-04-09,L,17,108.3,119.4,-11.1,33.3,3.0,30.0,0.0,15.4,6.9,10.0,75.0,75.0,18.9,100.85,12.8
55,Ziaire Williams,MEM,A,OKC,2023-04-09,L,33,93.0,107.4,-14.4,45.0,9.0,29.0,2.4,8.8,5.3,3.2,55.3,57.8,27.2,102.17,18.1
56,Usman Garuba,HOU,A,WAS,2023-04-09,W,12,82.8,86.2,-3.4,0.0,0.0,0.0,5.6,12.5,8.8,40.0,0.0,0.0,14.7,117.63,-8.0
57,R.J. Hampton,DET,A,CHI,2023-04-09,L,3,66.7,185.7,-119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6,0.0
58,Saben Lee,PHX,H,LAC,2023-04-09,L,44,108.3,117.7,-9.4,33.3,10.0,27.8,1.8,4.1,2.9,2.8,45.2,51.0,23.6,104.21,10.8
59,Coby White,CHI,H,DET,2023-04-09,W,15,73.3,83.9,-10.5,14.3,1.0,16.7,0.0,12.5,6.3,16.7,62.5,62.5,13.2,99.7,16.4
60,Trendon Watford,POR,H,GSW,2023-04-09,L,20,88.5,121.6,-33.1,30.8,1.33,23.5,0.0,26.7,9.8,17.6,56.3,56.4,24.1,125.91,8.1
61,Evan Fournier,NYK,H,IND,2023-04-09,L,12,100.0,155.6,-55.6,0.0,0.0,0.0,0.0,11.1,4.8,20.0,0.0,0.0,16.7,108.56,-7.7
62,Anthony Edwards,MIN,H,NOP,2023-04-09,W,39,101.2,104.6,-3.4,18.2,0.5,10.3,7.1,23.8,15.5,20.5,45.2,48.7,37.6,106.23,11.8
63,Mac McClung,PHI,A,BKN,2023-04-09,W,33,130.1,93.0,37.2,31.0,9.0,32.1,9.1,15.4,12.5,3.6,55.9,54.6,22.9,103.94,15.1
64,Anthony Gill,WAS,H,HOU,2023-04-09,L,21,89.4,87.8,1.6,14.3,0.0,16.7,0.0,8.3,3.8,0.0,37.5,41.0,17.9,111.39,4.4
65,Isaiah Mobley,CLE,H,CHA,2023-04-09,L,23,81.3,97.9,-16.6,15.4,0.0,22.2,3.4,13.0,7.7,0.0,0.0,14.5,13.2,99.27,-2.1
66,Sandro Mamukelashvili,SAS,A,DAL,2023-04-09,W,32,130.3,96.0,34.3,14.8,2.0,15.4,7.9,18.6,13.6,7.7,58.8,58.6,25.6,115.23,14.4
67,Yuta Watanabe,BKN,H,PHI,2023-04-09,L,33,104.0,124.3,-20.3,4.5,0.5,8.3,3.0,16.7,10.1,16.7,50.0,50.7,13.3,107.55,5.4
68,Lamar Stevens,CLE,H,CHA,2023-04-09,L,19,97.6,126.2,-28.6,7.7,0.0,25.0,5.0,33.3,15.6,0.0,33.3,33.3,6.8,107.71,4.9
69,Kevon Harris,ORL,A,MIA,2023-04-09,L,27,112.5,125.0,-12.5,12.5,0.0,11.8,8.8,23.8,14.5,0.0,75.0,72.9,22.7,100.42,16.3
70,Max Strus,MIA,H,ORL,2023-04-09,W,11,95.5,86.4,9.1,20.0,0.0,50.0,0.0,6.3,3.6,0.0,0.0,0.0,8.3,99.31,1.3
71,CJ McCollum,NOP,A,MIN,2023-04-09,L,39,98.8,120.5,-21.6,14.3,1.5,9.4,0.0,13.2,6.1,6.3,37.5,41.8,29.6,104.49,4.8
72,Jarrett Allen,CLE,H,CHA,2023-04-09,L,12,104.2,68.0,36.2,11.1,1.0,16.7,15.4,23.5,20.0,16.7,50.0,50.0,16.1,98.0,20.5
73,Jaden Hardy,DAL,H,SAS,2023-04-09,L,28,120.0,125.8,-5.8,25.0,0.0,17.2,5.4,8.6,6.9,0.0,50.0,52.3,33.3,111.62,12.4
74,DeMar DeRozan,CHI,H,DET,2023-04-09,W,24,100.0,106.1,-6.1,38.5,0.0,25.0,0.0,8.7,3.9,0.0,50.0,51.8,27.8,98.02,15.3
75,Anthony Davis,LAL,H,UTA,2023-04-09,W,34,121.3,111.0,10.4,11.1,0.75,13.0,7.9,31.3,18.6,17.4,46.7,50.4,23.3,104.61,12.3
76,Ish Smith,DEN,H,SAC,2023-04-09,W,24,108.3,87.2,21.1,39.1,4.5,64.3,0.0,8.7,4.2,14.3,0.0,0.0,8.1,97.09,7.3
77,Grant Williams,BOS,H,ATL,2023-04-09,W,6,100.0,158.3,-58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,13.3,101.69,2.6
78,Marvin Bagley III,DET,A,CHI,2023-04-09,L,19,83.8,92.1,-8.3,0.0,0.0,0.0,0.0,28.0,13.5,14.3,50.0,50.0,30.4,94.65,15.8
79,Theo Pinson,DAL,H,SAS,2023-04-09,L,40,111.8,123.7,-11.8,36.4,0.0,41.4,3.6,24.4,13.0,0.0,65.6,68.1,16.7,110.45,17.2
80,Josh Hart,NYK,H,IND,2023-04-09,L,26,96.7,147.5,-50.8,22.2,2.0,26.7,9.7,40.0,21.6,13.3,55.6,55.6,16.2,112.0,12.0
81,Evan Mobley,CLE,H,CHA,2023-04-09,L,12,104.2,68.0,36.2,0.0,0.0,0.0,15.4,17.6,16.7,12.5,42.9,42.9,25.8,98.0,13.7
82,Nate Williams,POR,H,GSW,2023-04-09,L,31,104.0,135.5,-31.5,12.5,3.0,17.6,8.6,3.8,6.6,5.9,62.5,66.0,17.1,116.84,7.8
83,Miles McBride,NYK,H,IND,2023-04-09,L,12,103.4,144.8,-41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,11.8,113.42,1.5
84,James Wiseman,DET,A,CHI,2023-04-09,L,25,72.5,136.0,-63.5,0.0,0.0,0.0,20.7,24.0,22.2,26.7,44.4,51.1,23.8,97.61,9.0
85,Furkan Korkmaz,PHI,A,BKN,2023-04-09,W,30,129.2,100.0,29.2,0.0,0.0,0.0,0.0,11.4,6.3,27.3,64.3,69.8,14.7,102.8,5.7
86,Ousmane Dieng,OKC,H,MEM,2023-04-09,W,45,111.6,100.0,11.6,27.3,2.25,30.0,2.3,13.7,8.4,13.3,60.0,64.0,20.0,100.92,13.8
87,RaiQuan Gray,BKN,H,PHI,2023-04-09,L,35,108.2,125.7,-17.5,35.0,1.75,29.2,7.5,17.6,12.2,16.7,58.3,62.1,20.5,100.56,10.7
88,Jordan Goodwin,WAS,H,HOU,2023-04-09,L,30,122.2,117.2,5.0,25.0,1.25,20.0,0.0,17.2,8.3,16.0,67.9,69.8,28.2,103.15,13.4
89,Nicolas Batum,LAC,A,PHX,2023-04-09,W,22,106.5,117.8,-11.3,5.3,0.0,33.3,4.2,12.0,8.2,0.0,0.0,0.0,4.0,101.66,0.0
90,Orlando Robinson,MIA,H,ORL,2023-04-09,W,12,145.8,100.0,45.8,16.7,0.0,66.7,12.5,18.2,15.8,0.0,0.0,0.0,3.6,97.54,5.9
91,Frank Kaminsky,HOU,A,WAS,2023-04-09,W,17,110.8,100.0,10.8,21.4,0.0,30.0,10.0,21.1,15.4,0.0,50.0,50.0,15.9,104.55,14.0
92,Jabari Walker,POR,H,GSW,2023-04-09,L,21,79.1,146.5,-67.4,0.0,0.0,0.0,0.0,18.8,6.8,22.2,66.7,65.4,18.0,99.55,7.3
93,Paul Reed,PHI,A,BKN,2023-04-09,W,28,115.9,91.9,23.9,4.2,1.0,5.9,11.4,20.0,15.4,5.9,56.7,56.7,21.3,108.24,17.2
94,Chuma Okeke,ORL,A,MIA,2023-04-09,L,33,111.9,130.9,-18.9,22.7,2.5,27.8,2.6,12.5,6.3,11.1,63.6,63.6,16.5,98.48,11.0
95,Bryce McGowens,CHA,A,CLE,2023-04-09,W,33,97.2,80.0,17.2,23.5,1.0,17.4,0.0,11.4,6.0,17.4,59.1,71.4,23.5,104.75,19.7
96,Justin Minaya,POR,H,GSW,2023-04-09,L,24,92.3,154.9,-62.6,6.7,1.0,10.0,0.0,22.2,8.3,10.0,12.5,11.8,15.8,103.94,-2.0
97,Keon Ellis,SAC,A,DEN,2023-04-09,L,13,73.1,100.0,-26.9,16.7,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.9,13.8,91.46,-6.3
98,Andrew Nembhard,IND,A,NYK,2023-04-09,W,38,124.4,126.4,-2.0,33.3,4.5,34.6,0.0,6.3,3.5,7.7,57.7,62.5,18.3,110.52,11.8
99,Jack White,DEN,H,SAC,2023-04-09,W,15,107.1,58.6,48.5,8.3,1.0,20.0,18.8,26.3,22.9,20.0,33.3,33.3,10.3,91.2,20.0
100,Tre Jones,SAS,A,DAL,2023-04-09,W,23,120.0,116.1,3.9,42.1,8.0,44.4,0.0,9.1,5.5,5.6,72.2,72.2,16.9,116.93,14.3
101,Joe Ingles,MIL,A,TOR,2023-04-09,L,18,82.1,132.5,-50.4,46.2,6.0,60.0,0.0,7.7,3.0,10.0,33.3,33.3,10.0,103.14,7.0
102,Dalen Terry,CHI,H,DET,2023-04-09,W,15,124.2,61.8,62.5,9.1,0.0,11.1,0.0,15.8,8.3,0.0,50.0,64.4,21.6,106.84,24.5
103,Domantas Sabonis,SAC,A,DEN,2023-04-09,L,19,142.1,129.7,12.4,33.3,2.5,29.4,27.8,25.0,26.5,11.8,66.7,67.8,25.5,96.34,19.9
104,Ayo Dosunmu,CHI,H,DET,2023-04-09,W,24,121.6,80.8,40.8,11.1,0.0,16.7,0.0,6.5,3.4,0.0,45.0,43.1,16.9,102.64,7.7
105,Carlik Jones,CHI,H,DET,2023-04-09,W,12,133.3,63.0,70.4,33.3,0.0,27.3,0.0,8.3,4.2,0.0,58.3,70.9,27.6,108.0,27.7
106,Jock Landale,PHX,H,LAC,2023-04-09,L,21,120.0,102.2,17.8,16.7,2.0,12.5,14.8,15.4,15.1,6.3,57.7,57.7,25.9,102.38,15.6
107,Luka Samanic,UTA,A,LAL,2023-04-09,L,30,97.0,130.3,-33.3,12.0,1.5,15.8,0.0,6.1,3.2,10.5,28.6,31.2,22.9,107.35,0.6
108,Davis Bertans,DAL,H,SAS,2023-04-09,L,28,120.0,128.8,-8.8,4.2,0.0,7.1,5.4,14.3,9.7,0.0,73.1,73.1,18.1,110.64,11.8
109,Jonathan Kuminga,GSW,A,POR,2023-04-09,W,24,150.0,79.6,70.4,25.0,2.0,31.6,11.8,15.6,14.3,15.8,72.2,75.9,22.8,106.0,17.2
110,Wesley Matthews,MIL,A,TOR,2023-04-09,L,22,106.1,131.3,-25.1,5.9,0.0,12.5,0.0,5.0,2.5,0.0,0.0,22.2,13.7,103.82,-0.9
111,Theo Maledon,CHA,A,CLE,2023-04-09,W,42,104.6,84.1,20.5,24.0,2.0,25.0,2.6,14.0,9.1,12.5,53.8,61.0,18.8,100.6,14.5
112,Vit Krejci,ATL,A,BOS,2023-04-09,L,20,105.0,117.1,-12.1,20.0,3.0,60.0,4.5,14.3,9.3,20.0,0.0,0.0,4.1,95.92,4.1
113,Darius Bazley,PHX,H,LAC,2023-04-09,L,27,103.4,124.1,-20.7,12.5,2.0,11.8,12.5,16.7,14.5,5.9,57.7,55.9,23.1,104.4,13.1
114,Victor Oladipo,MIA,H,ORL,2023-04-09,W,24,122.4,102.0,20.4,57.1,1.33,30.8,0.0,10.0,5.1,23.1,79.2,79.2,33.3,100.16,17.8
115,Saddiq Bey,ATL,A,BOS,2023-04-09,L,15,135.3,121.2,14.1,21.4,0.0,27.3,11.8,12.5,12.1,0.0,56.3,56.3,20.0,107.2,16.7
116,Kyle Lowry,MIA,H,ORL,2023-04-09,W,10,110.5,94.7,15.8,33.3,3.0,60.0,0.0,7.1,4.2,20.0,0.0,0.0,10.0,95.5,5.3
117,Andre Drummond,CHI,H,DET,2023-04-09,W,13,96.0,122.2,-26.2,0.0,0.0,0.0,29.4,38.5,33.3,10.0,42.9,45.7,32.3,98.53,16.2
118,Wendell Carter Jr.,ORL,A,MIA,2023-04-09,L,16,102.7,105.4,-2.7,8.3,0.0,25.0,0.0,22.2,11.1,0.0,0.0,0.0,7.5,108.85,2.6
119,Damian Jones,UTA,A,LAL,2023-04-09,L,22,122.9,106.4,16.5,4.8,0.0,16.7,4.3,17.4,10.9,0.0,80.0,80.0,9.1,106.21,7.9
120,Gorgui Dieng,SAS,A,DAL,2023-04-09,W,23,116.7,96.3,20.4,22.2,1.33,23.5,3.4,29.0,16.7,17.6,62.5,66.6,20.3,111.56,16.0
121,Jared Rhoden,DET,A,CHI,2023-04-09,L,35,89.2,101.4,-12.2,0.0,0.0,0.0,2.7,11.9,7.6,0.0,43.8,43.8,9.3,99.91,3.6
122,Robin Lopez,CLE,H,CHA,2023-04-09,L,19,77.5,117.9,-40.4,28.6,1.0,13.3,4.2,12.5,7.5,13.3,40.0,46.0,28.9,101.3,6.6
123,Gary Payton II,GSW,A,POR,2023-04-09,W,20,140.0,104.5,35.5,18.2,0.0,50.0,12.5,25.0,20.0,0.0,50.0,50.0,8.2,105.05,12.6
124,Jalen Suggs,ORL,A,MIA,2023-04-09,L,15,100.0,97.1,2.9,25.0,2.0,22.2,17.6,23.5,20.6,11.1,66.7,66.7,18.4,109.92,15.3
125,Dru Smith,BKN,H,PHI,2023-04-09,L,24,75.0,113.0,-38.0,21.4,3.0,33.3,0.0,14.8,7.0,11.1,0.0,20.5,10.7,107.19,1.2
126,Jakob Poeltl,TOR,H,MIL,2023-04-09,W,11,134.8,112.5,22.3,12.5,0.0,14.3,10.0,25.0,18.2,0.0,50.0,50.0,25.0,100.27,11.5
127,Jalen Green,HOU,A,WAS,2023-04-09,W,27,109.5,104.8,4.8,19.0,0.0,23.5,0.0,5.4,3.0,0.0,50.0,54.9,18.8,111.38,11.2
128,Gary Trent Jr.,TOR,H,MIL,2023-04-09,W,27,124.1,100.0,24.1,14.3,0.0,16.7,0.0,3.4,1.9,0.0,69.2,75.7,24.2,102.86,15.9
129,Jordan Poole,GSW,A,POR,2023-04-09,W,17,147.4,62.5,84.9,14.3,1.0,13.3,0.0,15.4,10.3,13.3,100.0,97.6,31.7,108.42,22.8
130,Dalano Banton,TOR,H,MIL,2023-04-09,W,19,122.5,102.4,20.1,50.0,3.5,31.8,9.5,20.0,13.9,9.1,41.7,42.7,31.9,100.21,10.7
131,George Hill,IND,A,NYK,2023-04-09,W,22,155.1,92.2,62.9,13.6,3.0,25.0,0.0,12.5,7.1,8.3,107.1,102.2,17.0,109.42,13.8
132,Marko Simonovic,CHI,H,DET,2023-04-09,W,8,135.0,57.1,77.9,0.0,0.0,0.0,0.0,10.0,5.3,0.0,50.0,51.5,18.2,119.51,-3.0
133,Julian Champagnie,SAS,A,DAL,2023-04-09,W,33,130.8,102.6,28.2,9.1,0.0,15.0,2.3,20.9,11.6,0.0,40.6,45.0,18.5,113.0,9.4
134,Alex Caruso,CHI,H,DET,2023-04-09,W,15,113.3,80.0,33.3,15.4,0.0,40.0,0.0,6.7,3.6,0.0,33.3,33.3,10.0,94.74,5.1
135,Buddy Boeheim,DET,A,CHI,2023-04-09,L,10,65.2,126.1,-60.9,16.7,0.0,25.0,0.0,9.1,5.0,0.0,0.0,0.0,12.5,108.41,-2.4
136,Harrison Barnes,SAC,A,DEN,2023-04-09,L,18,152.8,97.4,55.3,0.0,0.0,0.0,0.0,0.0,0.0,11.1,107.1,107.9,22.0,102.47,14.0
137,Ivica Zubac,LAC,A,PHX,2023-04-09,W,25,103.7,114.8,-11.1,0.0,0.0,0.0,7.1,17.6,12.9,12.5,71.4,71.4,13.6,103.56,10.7
138,Boban Marjanovic,HOU,A,WAS,2023-04-09,W,13,128.0,91.7,36.3,12.5,1.0,11.1,33.3,25.0,28.6,11.1,71.4,67.2,28.6,93.09,27.1
139,Jarred Vanderbilt,LAL,H,UTA,2023-04-09,W,19,127.7,110.2,17.5,5.6,1.0,10.0,9.5,11.1,10.3,10.0,71.4,76.1,16.4,119.56,9.1
140,Bol Bol,ORL,A,MIA,2023-04-09,L,27,106.9,118.6,-11.7,27.8,5.0,27.8,5.9,18.2,10.7,5.6,33.3,32.2,19.4,103.55,5.8
141,Immanuel Quickley,NYK,H,IND,2023-04-09,L,37,127.9,117.4,10.5,21.9,1.4,18.9,0.0,24.3,10.5,13.5,47.7,57.8,28.8,112.22,14.0
142,Dominick Barlow,SAS,A,DAL,2023-04-09,W,34,111.4,101.2,10.2,3.8,0.0,7.1,14.6,28.9,22.1,0.0,72.7,74.6,14.4,112.94,18.2
143,James Bouknight,CHA,A,CLE,2023-04-09,W,27,114.3,119.6,-5.4,0.0,0.0,0.0,3.8,3.3,3.6,7.1,41.7,45.0,22.6,101.24,0.4
144,Terrence Ross,PHX,H,LAC,2023-04-09,L,31,104.4,121.2,-16.8,17.4,0.0,20.0,0.0,11.1,5.3,0.0,36.7,40.9,20.3,103.08,5.3
145,Bennedict Mathurin,IND,A,NYK,2023-04-09,W,37,125.6,122.1,3.5,20.7,2.0,22.2,0.0,6.4,3.8,11.1,53.8,69.4,22.8,112.12,11.2
146,Cedi Osman,CLE,H,CHA,2023-04-09,L,16,109.1,88.2,20.9,14.3,1.0,25.0,5.9,4.5,5.1,25.0,33.3,46.3,14.6,100.08,0.9
147,Jacob Gilyard,MEM,A,OKC,2023-04-09,L,41,101.1,116.1,-14.9,21.2,3.5,58.3,0.0,9.5,4.4,16.7,50.0,50.0,5.2,102.39,5.6
148,Obi Toppin,NYK,H,IND,2023-04-09,L,37,131.0,124.4,6.6,17.2,5.0,16.7,2.1,17.1,8.5,3.3,67.4,69.9,23.8,113.6,16.6
149,Bruno Fernando,ATL,A,BOS,2023-04-09,L,22,109.3,104.5,4.8,0.0,0.0,0.0,11.5,29.2,20.0,14.3,72.7,74.5,26.4,96.44,21.1
