,Date,Player,Injury,Status
1355,"Mar 20, 5:30 PM",Jalen Duren,Cervical Whiplash,Out
1356,"Mar 20, 5:30 PM",Isaiah Livers,Right Hip Soreness,Questionable
1357,"Mar 20, 5:30 PM",RJ Hampton,Low Back Spasms,Questionable
1358,"Mar 20, 5:30 PM",Alex Caruso,Left Midfoot Soreness,Out
1359,"Mar 20, 5:30 PM",Javonte Green,Right Knee Surgery,Available
1360,Mar 20 3:30 PM,PJ Tucker,Left Ankle Soreness,Out
1361,Mar 20 3:30 PM,Kristaps Porzingis,Non-COVID Illness,Available
1362,Mar 20 3:30 PM,Kyle Kuzma,Right Ankle Sprain,Out
1363,Mar 20 2:30 PM,Jay Huff,G League - Two-Way,Out
1364,Mar 20 2:30 PM,Luka Doncic,Left Thigh Strain,Out
1365,Mar 20 2:30 PM,Markieff Morris,Left Knee Soreness,Out
1366,Mar 20 2:30 PM,Micah Potter,G League - Two-Way,Available
1367,Mar 20 2:30 PM,Jalen Green,Left Thigh Contusion,Questionable
1368,Mar 20 2:30 PM,Alperen Sengun,Illness,Questionable
1369,Mar 20 2:30 PM,Jae'Sean Tate,Right Ankle Injury Management,Out
1370,Mar 20 2:30 PM,TyTy Washington,G League - On Assignment,Available
1371,"Mar 20, 1:30 PM",Lauri Markkanen,Back Soreness,Out
1372,"Mar 20, 12:30 PM",Tim Hardaway Jr,Non-COVID Illness,Questionable
1373,"Mar 19, 9:30 PM",Anthony Davis,Right Foot Stress Injury,Available
1374,"Mar 19, 8:30 PM",Nassir Little,Non-COVID Illness,Available
1375,"Mar 19, 7:30 PM",Meyers Leonard,Left Calf Soreness,Out
1376,"Mar 19, 6:30 PM",Luka Doncic,Left Thigh Strain,Questionable
1377,"Mar 19, 6:30 PM",Kyrie Irving,Right Foot Soreness,Questionable
1378,"Mar 19, 6:30 PM",Markieff Morris,Left Knee Soreness,Questionable
1379,"Mar 19, 6:30 PM",Brook Lopez,Left Ankle Soreness,Available
1380,"Mar 19, 6:30 PM",Grayson Allen,Right Plantar Fascia Soreness,Available
1381,"Mar 19, 6:30 PM",Kevin Huerter,Right Popliteus Strain,Questionable
1382,"Mar 19, 6:30 PM",Trey Lyles,Right Shoulder Soreness,Questionable
1383,"Mar 19, 6:30 PM",Jaren Jackson Jr,Left Calf Soreness,Questionable
1384,Mar 19 5:30 PM,Anthony Edwards,Right Ankle Sprain,Questionable
1385,Mar 19 5:30 PM,Rudy Gobert,Left Ankle Sprain,Questionable
1386,Mar 19 5:30 PM,Naz Reid,Left Calf Soreness,Questionable
1387,Mar 19 5:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Doubtful
1388,Mar 19 5:30 PM,Austin Rivers,Back Spasms,Questionable
1389,Mar 19 5:30 PM,Lauri Markkanen,Back Soreness,Questionable
1390,Mar 19 5:30 PM,Kevon Looney,Low Back Soreness,Questionable
1391,Mar 19 5:30 PM,Bennedict Mathurin,Right Ankle Sprain,Questionable
1392,Mar 19 5:30 PM,Isaiah Jackson,Sore Right Knee,Questionable
1393,Mar 19 5:30 PM,Chris Duarte,Sore Left Ankle,Questionable
1394,Mar 19 5:30 PM,Trevelin Queen,G League - Two-Way,Questionable
1395,Mar 19 5:30 PM,RJ Hampton,Low Back Spasms,Out
1396,"Mar 19, 4:30 PM",Kyle Lowry,Left Knee Soreness,Available
1397,"Mar 19, 4:30 PM",Nikola Jovic,Right Ankle Sprain,Available
1398,"Mar 19, 4:30 PM",Alex Caruso,Left Midfoot Soreness,Questionable
1399,"Mar 19, 4:30 PM",Javonte Green,Right Knee Surgery,Questionable
1400,"Mar 19, 4:30 PM",Terry Taylor,G League - Two-Way,Out
1401,"Mar 19, 4:30 PM",Trae Young,Right Knee Contusion,Available
1402,Mar 19 3:30 PM,Jalen Johnson,Left Hamstring Tightness,Out
1403,Mar 19 3:30 PM,Kawhi Leonard,Right Knee Injury Management,Available
1404,Mar 19 3:30 PM,Jason Preston,G League - On Assignment,Out
1405,Mar 19 3:30 PM,Zach Collins,Right Biceps Contusion,Available
1406,Mar 19 3:30 PM,Keita Bates-Diop,Left Achilles Soreness,Available
1407,Mar 19 3:30 PM,Doug McDermott,Right Hip Contusion,Out
1408,Mar 19 3:30 PM,Isaiah Livers,Right Hip Soreness,Out
1409,Mar 19 3:30 PM,RJ Hampton,Low Back Spasms,Questionable
1410,"Mar 19, 2:30 PM",James Harden,Left Foot Injury Recovery,Available
1411,"Mar 19, 2:30 PM",PJ Tucker,Left Ankle Soreness,Questionable
1412,"Mar 19, 2:30 PM",Landry Shamet,Right Foot Soreness,Available
1413,"Mar 19, 1:30 PM",Kyle Lowry,Left Knee Soreness,Questionable
1414,"Mar 19, 1:30 PM",Jamal Cain,G League - Two-Way,Available
1415,"Mar 19, 1:30 PM",Joe Wieskamp,G League - On Assignment,Out
1416,"Mar 19, 1:30 PM",Ron Harper Jr,G League - Two-Way,Out
1417,"Mar 19, 1:30 PM",Julian Champagnie,G League - Two-Way,Available
1418,"Mar 18, 8:30 PM",Nassir Little,Non-COVID Illness,Questionable
1419,"Mar 18, 7:30 PM",Anthony Davis,Right Foot Stress Injury,Probable
1420,"Mar 18, 7:30 PM",Jonathan Kuminga,Right Ankle Soreness,Available
1421,"Mar 18, 7:30 PM",Alex Caruso,Illness,Available
1422,"Mar 18, 7:30 PM",Javonte Green,Right Knee Surgery,Out
1423,Mar 18 6:30 PM,Trae Young,Right Knee Contusion,Questionable
1424,Mar 18 6:30 PM,Jalen Johnson,Left Hamstring Tightness,Questionable
1425,Mar 18 6:30 PM,Anthony Edwards,Right Ankle Sprain,Out
1426,Mar 18 6:30 PM,Rudy Gobert,Left Ankle Sprain,Available
1427,Mar 18 6:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Out
1428,Mar 18 6:30 PM,Naz Reid,Left Calf Soreness,Available
1429,Mar 18 6:30 PM,Austin Rivers,Back Spasms,Available
1430,Mar 18 6:30 PM,Deandre Ayton,Right Hip Contusion,Out
1431,Mar 18 6:30 PM,Landry Shamet,Right Foot Soreness,Probable
1432,Mar 18 6:30 PM,Brook Lopez,Left Ankle Soreness,Probable
1433,Mar 18 6:30 PM,Grayson Allen,Right Plantar Fascia Soreness,Probable
1434,Mar 18 6:30 PM,Zach Collins,Right Biceps Contusion,Questionable
1435,Mar 18 6:30 PM,Jeremy Sochan,Right Knee Soreness,Out
1436,Mar 18 6:30 PM,Keita Bates-Diop,Left Achilles Soreness,Doubtful
1437,Mar 18 6:30 PM,Doug McDermott,Right Hip Contusion,Questionable
1438,Mar 18 6:30 PM,Romeo Langford,Left Adductor Injury Management,Available
1439,Mar 18 6:30 PM,Richaun Holmes,Non-COVID Illness,Available
1440,Mar 18 6:30 PM,Trevelin Queen,G League - Two-Way,Out
1441,"Mar 18, 5:30 PM",James Harden,Right Foot Injury Recovery,Out
1442,"Mar 18, 5:30 PM",Jalen McDaniels,Right Hip Contusion,Available
1443,"Mar 18, 5:30 PM",PJ Tucker,Left Ankle Soreness,Out
1444,"Mar 18, 5:30 PM",Kristaps Porzingis,Non-COVID Illness,Out
1445,"Mar 18, 5:30 PM",Kevin Huerter,Right Popliteus Strain,Out
1446,"Mar 18, 5:30 PM",Trey Lyles,Right Shoulder Soreness,Out
1447,"Mar 18, 5:30 PM",Marvin Bagley III,Right Ankle Soreness,Available
1448,"Mar 18, 5:30 PM",Isaiah Livers,Right Hip Soreness,Questionable
1449,"Mar 18, 5:30 PM",Christian Koloko,Nose Fracture,Available
1450,"Mar 18, 5:30 PM",Jeff Dowtin,G League - Two-Way,Out
1451,Mar 18 4:30 PM,Kristaps Porzingis,Non-COVID Illness,Questionable
1452,Mar 18 4:30 PM,Jordan Clarkson,Left Fourth Finger Sprain,Out
1453,"Mar 18, 3:30 PM",Kyle Lowry,Left Knee Soreness,Out
1454,"Mar 18, 2:30 PM",Al Horford,Low Back Stiffness,Out
1455,"Mar 18, 2:30 PM",Marcus Smart,Left Hip Contusion,Out
1456,"Mar 18, 2:30 PM",Malcolm Brogdon,Right Achilles Soreness,Available
1457,"Mar 18, 2:30 PM",Draymond Green,League Suspension,Available
1458,"Mar 18, 2:30 PM",Jonathan Kuminga,Right Ankle Soreness,Probable
1459,"Mar 18, 2:30 PM",Ziaire Williams,G League - On Assignment,Out
1460,Mar 18 1:30 PM,Anthony Edwards,Right Ankle Sprain,Questionable
1461,Mar 18 1:30 PM,Rudy Gobert,Left Ankle Sprain,Questionable
1462,Mar 18 1:30 PM,Jaylen Nowell,Left Knee Tendinopathy,Doubtful
1463,Mar 18 1:30 PM,Naz Reid,Left Calf Soreness,Questionable
1464,Mar 18 1:30 PM,Austin Rivers,Back Spasms,Questionable
1465,Mar 18 1:30 PM,Matt Ryan,G League - Two-Way,Available
1466,Mar 18 1:30 PM,Moussa Diabate,G League - Two-Way,Available
1467,Mar 18 1:30 PM,Jason Preston,G League - On Assignment,Available
1468,"Mar 17, 11:30 PM",Jalen Brunson,Sore Left Foot,Available
1469,"Mar 17, 11:30 PM",Jalen McDaniels,Right Hip Contusion,Questionable
1470,"Mar 17, 11:30 PM",PJ Tucker,Left Ankle Soreness,Questionable
1471,"Mar 17, 11:30 PM",Alex Caruso,Illness,Probable
1472,"Mar 17, 11:30 PM",Javonte Green,Right Knee Surgery,Questionable
1473,"Mar 17, 11:30 PM",Carlik Jones,G League - On Assignment,Out
1474,"Mar 17, 11:30 PM",Marko Simonovic,G League - On Assignment,Out
1475,"Mar 17, 11:30 PM",Zeke Nnaji,Right Shoulder Sprain,Available
1476,"Mar 17, 11:30 PM",Xavier Cooks,Not With Team,Available
1477,"Mar 17, 11:30 PM",Jay Huff,G League - Two-Way,Available
1478,Mar 17 10:30 PM,Anthony Davis,Right Foot Stress Injury,Available
1479,Mar 17 10:30 PM,JaVale McGee,Right Ankle Sprain,Available
1480,"Mar 17, 9:30 PM",Jayson Tatum,Left Hip Contusion,Available
1481,"Mar 17, 9:30 PM",Marcus Smart,Non-COVID Illness,Available
1482,"Mar 17, 9:30 PM",Malcolm Brogdon,Right Achilles Soreness,Out
1483,"Mar 17, 9:30 PM",Damian Lillard,Right Calf Tightness,Available
1484,"Mar 17, 9:30 PM",Jerami Grant,Left Quad Contusion,Out
1485,"Mar 17, 9:30 PM",Nassir Little,Non-COVID Illness,Out
1486,"Mar 17, 9:30 PM",Kyrie Irving,Right Foot Soreness,Available
1487,"Mar 17, 9:30 PM",Markieff Morris,Left Knee Soreness,Out
1488,"Mar 17, 9:30 PM",Tim Hardaway Jr,Left Calf Contusion,Available
1489,"Mar 17, 9:30 PM",Kawhi Leonard,Right Knee Injury Management,Out
1490,Mar 17 7:30 PM,Rudy Gobert,Left Ankle Sprain,Available
1491,Mar 17 7:30 PM,Naz Reid,Left Calf Soreness,Available
1492,Mar 17 7:30 PM,Austin Rivers,Back Spasms,Available
1493,Mar 17 7:30 PM,Alex Caruso,Illness,Available
1494,Mar 17 7:30 PM,Javonte Green,Right Knee Surgery,Out
1495,Mar 17 7:30 PM,Keita Bates-Diop,Left Achilles Soreness,Available
1496,Mar 17 7:30 PM,Doug McDermott,Right Hip Contusion,Out
1497,Mar 17 7:30 PM,Jake LaRavia,Back Soreness,Available
1498,"Mar 17, 6:30 PM",Stephen Curry,Left Thumb Soreness,Available
1499,"Mar 17, 6:30 PM",Kevon Looney,Low Back Soreness,Available
1500,"Mar 17, 6:30 PM",Jordan Clarkson,Left Fourth Finger Sprain,Questionable
1501,"Mar 17, 6:30 PM",Jalen McDaniels,Right Hip Contusion,Out
1502,Mar 17 5:30 PM,Xavier Cooks,Not With Team,Out
1503,Mar 17 5:30 PM,Kevin Huerter,Right Popliteus Strain,Questionable
1504,Mar 17 5:30 PM,Trey Lyles,Right Shoulder Soreness,Questionable
1505,Mar 17 5:30 PM,Neemias Queta,G League - Two-Way,Out
1506,Mar 17 5:30 PM,Richaun Holmes,Non-COVID Illness,Questionable
1507,Mar 17 5:30 PM,Keon Ellis,G League - Two-Way,Available
1508,Mar 17 5:30 PM,Trevelin Queen,G League - Two-Way,Questionable
1509,Mar 17 4:30 PM,Jalen Suggs,Concussion,Out
1510,Mar 17 4:30 PM,Kyle Lowry,Left Knee Soreness,Questionable
1511,Mar 17 4:30 PM,Malcolm Brogdon,Right Achilles Soreness,Probable
1512,Mar 17 4:30 PM,Jayson Tatum,Non-COVID Illness,Questionable
1513,"Mar 17, 3:30 PM",Jalen Brunson,Sore Left Foot,Questionable
1514,"Mar 17, 2:30 PM",Zeke Nnaji,Right Shoulder Sprain,Questionable
1515,"Mar 17, 1:30 PM",Jalen Johnson,Left Hamstring Tightness,Out
1516,"Mar 17, 1:30 PM",Christian Koloko,Nose Fracture,Questionable
1517,"Mar 17, 1:30 PM",Jeff Dowtin,G League - Two-Way,Available
1518,"Mar 17, 12:30 PM",Doug McDermott,Right Hip Contusion,Doubtful
1519,"Mar 17, 10:30 AM",Bryce McGowens,G League - Two-Way,Available
1520,"Mar 16, 9:30 PM",Torrey Craig,Left Heel Soreness,Available
1521,"Mar 16, 9:30 PM",Gary Harris,Right Hip Flexor Soreness,Available
1522,Mar 16 8:30 PM,Damian Lillard,Right Calf Tightness,Probable
1523,Mar 16 8:30 PM,Jerami Grant,Left Quad Contusion,Questionable
1524,Mar 16 8:30 PM,Kyrie Irving,Right Foot Soreness,Questionable
1525,Mar 16 8:30 PM,JaVale McGee,Right Ankle Sprain,Questionable
1526,Mar 16 8:30 PM,Markieff Morris,Left Knee Soreness,Questionable
1527,Mar 16 8:30 PM,Tim Hardaway Jr,Left Calf Contusion,Questionable
1528,Mar 16 8:30 PM,Anthony Davis,Right Foot Stress Injury,Probable
1529,Mar 16 8:30 PM,Draymond Green,League Suspension,Out
1530,"Mar 16, 7:30 PM",TJ McConnell,Lower Back Soreness,Available
1531,"Mar 16, 7:30 PM",Buddy Hield,Left Foot Soreness,Available
1532,"Mar 16, 7:30 PM",Trevelin Queen,G League - Two-Way,Out
1533,"Mar 16, 7:30 PM",Tyrese Haliburton,Right Ankle Sprain,Out
1534,"Mar 16, 7:30 PM",TJ McConnell,Lower Back Soreness,Available
1535,"Mar 16, 7:30 PM",Myles Turner,Lower Back Soreness,Available
1536,Mar 16 6:30 PM,Jeff Dowtin,G League - Two-Way,Out
1537,Mar 16 6:30 PM,Brook Lopez,Left Ankle Soreness,Out
1538,Mar 16 6:30 PM,Jae Crowder,Left Calf Soreness,Out
1539,Mar 16 6:30 PM,Goran Dragic,Left Knee Soreness,Out
1540,Mar 16 6:30 PM,Jake LaRavia,Back Soreness,Questionable
1541,Mar 16 6:30 PM,TyTy Washington,G League - On Assignment,Out
1542,Mar 16 6:30 PM,Jaden Ivey,Health and Safety Protocols,Available
1543,Mar 16 6:30 PM,Jamal Murray,Left Knee Injury Management/Right Tibia,Available
1544,"Mar 16, 5:30 PM",Rudy Gobert,Left Ankle Sprain,Questionable
1545,"Mar 16, 5:30 PM",Naz Reid,Left Calf Soreness,Questionable
1546,"Mar 16, 5:30 PM",Austin Rivers,Back Spasms,Questionable
1547,"Mar 16, 5:30 PM",Zach Collins,Left Ankle Injury Management,Available
1548,"Mar 16, 5:30 PM",Devin Vassell,Left Knee Injury management,Available
1549,"Mar 16, 5:30 PM",Jeremy Sochan,Right Knee Injury management,Available
1550,"Mar 16, 5:30 PM",Keita Bates-Diop,Left Achilles Soreness,Questionable
1551,"Mar 16, 5:30 PM",Romeo Langford,Left Adductor Injury management,Out
1552,"Mar 16, 5:30 PM",Devonte Graham,Left Quad Tendon Soreness,Out
1553,"Mar 16, 5:30 PM",Jalen Johnson,Left Hamstring Tightness,Probable
1554,"Mar 16, 5:30 PM",Trent Forrest,G League - Two-Way,Out
1555,"Mar 16, 5:30 PM",Bryce McGowens,G League - Two-Way,Out
1556,Mar 16 2:30 PM,Stephen Curry,Left Thumb Soreness,Questionable
1557,Mar 16 2:30 PM,Kevon Looney,Low Back Soreness,Probable
1558,Mar 16 2:30 PM,Kyle Kuzma,Right Knee Soreness,Available
1559,Mar 16 2:30 PM,Jay Huff,G League - Two-Way,Out
1560,Mar 16 2:30 PM,Jalen McDaniels,Right Hip Contusion,Questionable
1561,Mar 16 2:30 PM,Jaden Springer,G League - On Assignment,Available
1562,Mar 16 2:30 PM,Alex Caruso,Illness,Questionable
1563,Mar 16 2:30 PM,Javonte Green,Right Knee Surgery,Doubtful
1564,Mar 16 2:30 PM,Terry Taylor,G League - Two-Way,Available
1565,Mar 16 2:30 PM,Marko Simonovic,G League - On Assignment,Available
1566,Mar 16 2:30 PM,Sam Merrill,G League - On Assignment,Out
1567,Mar 16 1:30 PM,Trey Lyles,League Suspension,Available
1568,Mar 16 1:30 PM,Neemias Queta,G League - Two-Way,Available
1569,"Mar 16, 12:30 PM",Jae Crowder,Left Calf Soreness,Questionable
1570,"Mar 16, 12:30 PM",Thanasis Antetokounmpo,Not With Team,Out
1571,Mar 15 9:30 PM,Jonathan Kuminga,Right Ankle Sprain,Available
1572,Mar 15 8:30 PM,Jae Crowder,Left Calf Soreness,Probable
1573,Mar 15 8:30 PM,Malaki Branham,Right Shoulder Impingement,Available
1574,"Mar 15, 7:30 PM",Kyrie Irving,Right Foot Soreness,Out
1575,"Mar 15, 7:30 PM",Christian Wood,Right Foot Soreness,Available
1576,"Mar 15, 7:30 PM",Markieff Morris,Left Knee Soreness,Out
1577,"Mar 15, 7:30 PM",Tim Hardaway Jr,Left Calf Contusion,Out
1578,"Mar 15, 7:30 PM",Rudy Gobert,Left Ankle Sprain,Available
1579,"Mar 15, 7:30 PM",Naz Reid,Left Calf Soreness,Available
1580,"Mar 15, 7:30 PM",Austin Rivers,Back Spasms,Out
1581,"Mar 15, 7:30 PM",Alperen Sengun,Left Groin Strain,Available
1582,"Mar 15, 7:30 PM",Keita Bates-Diop,Left Achilles Soreness,Out
1583,"Mar 15, 7:30 PM",Gary Harris,Right Hip Flexor Soreness,Questionable
1584,Mar 15 6:30 PM,Kyle Lowry,Left Knee Soreness,Available
1585,Mar 15 6:30 PM,Jalen McDaniels,Right Hip Contusion,Out
1586,Mar 15 6:30 PM,Trey Lyles,League Suspension,Out
1587,Mar 15 6:30 PM,Alex Caruso,Illness,Out
1588,"Mar 15, 5:30 PM",Tyrese Haliburton,Right Ankle Sprain,Questionable
1589,"Mar 15, 5:30 PM",Buddy Hield,Left Foot Soreness,Questionable
1590,"Mar 15, 5:30 PM",Myles Turner,Lower Back Soreness,Questionable
1591,"Mar 15, 5:30 PM",Chris Duarte,Left Ankle Soreness,Out
1592,"Mar 15, 5:30 PM",Trevelin Queen,G League - Two-Way,Questionable
1593,"Mar 15, 5:30 PM",TJ McConnell,Lower Back Soreness,Questionable
1594,"Mar 15, 5:30 PM",Brook Lopez,Left Ankle Soreness,Questionable
1595,"Mar 15, 5:30 PM",Khris Middleton,Right Knee Injury Management,Available
1596,"Mar 15, 5:30 PM",Goran Dragic,Left Knee Soreness,Questionable
1597,"Mar 15, 5:30 PM",Jaden Ivey,Health and Safety Protocols,Probable
1598,"Mar 15, 5:30 PM",Torrey Craig,Left Heel Soreness,Probable
1599,"Mar 15, 5:30 PM",Ricky Rubio,Left Knee Injury Management - ACL Recovery,Available
1600,Mar 15 4:30 PM,Jamal Murray,Left Knee Injury Management,Probable
1601,Mar 15 4:30 PM,Peyton Watson,G League - On Assignment,Available
1602,"Mar 15, 3:30 PM",Joe Wieskamp,G League - On Assignment,Available
1603,"Mar 15, 3:30 PM",Jeff Dowtin,G League - Two-Way,Available
1604,"Mar 15, 3:30 PM",Ron Harper Jr.,G League - Two-Way,Available
1605,"Mar 15, 2:30 PM",Anthony Davis,Right Foot Stress injury,Out
1606,"Mar 15, 2:30 PM",Olivier Sarr,G League - Two-Way,Available
1607,"Mar 15, 2:30 PM",Ricky Rubio,Left Knee Injury Management - ACL Recovery,Out
1608,"Mar 15, 1:30 PM",Donovan Mitchell,Left Finger Sprain Injury Management,Available
1609,"Mar 15, 1:30 PM",Isaiah Mobley,G League - Two-Way,Out
1610,"Mar 15, 1:30 PM",Keldon Johnson,Left Foot Soreness,Available
1611,"Mar 15, 1:30 PM",Tre Jones,Non-COVID Illness,Available
1612,"Mar 15, 1:30 PM",Zach Collins,Left Ankle Injury Management,Out
1613,"Mar 15, 1:30 PM",Devin Vassell,Left Knee Injury Management,Out
1614,"Mar 15, 1:30 PM",Jeremy Sochan,Right Knee Injury Management,Out
1615,"Mar 15, 1:30 PM",Malaki Branham,Right Shoulder Impingement,Questionable
1616,"Mar 15, 1:30 PM",Charles Bassey,Left Patella Fracture,Out
1617,"Mar 15, 1:30 PM",Romeo Langford,Left Adductor Injury Management,Available
1618,"Mar 15, 1:30 PM",Julian Champagnie,G League - Two-Way,Out
1619,"Mar 15, 1:30 PM",Alex Caruso,Illness,Questionable
1620,"Mar 15, 1:30 PM",Dalen Terry,G League - On Assignment,Available
1621,"Mar 15, 1:30 PM",Markieff Morris,Left Knee Soreness,Doubtful
1622,Mar 14 9:30 PM,Jalen Brunson,Sore Left Foot,Out
1623,Mar 14 9:30 PM,Damian Lillard,Right Calf Tightness,Available
1624,Mar 14 9:30 PM,Jerami Grant,Left Quad Contusion,Out
1625,Mar 14 9:30 PM,Torrey Craig,Left Heel Soreness,Available
1626,"Mar 14, 7:30 PM",Franz Wagner,Right Ankle Sprain,Available
1627,"Mar 14, 7:30 PM",Anthony Davis,Right Foot Stress injury,Available
1628,"Mar 14, 7:30 PM",Keldon Johnson,Left Foot Soreness,Out
1629,"Mar 14, 7:30 PM",Jeremy Sochan,Right Knee Soreness,Available
1630,"Mar 14, 7:30 PM",Brandon Ingram,Right Ankle Sprain,Available
1631,"Mar 14, 7:30 PM",Jonathan Kuminga,Right Ankle Sprain,Probable
1632,"Mar 14, 7:30 PM",Andre Iguodala,Left Wrist Soreness,Out
1633,"Mar 14, 6:30 PM",Jamal Murray,Left Knee Injury Management,Available
1634,"Mar 14, 6:30 PM",Reggie Jackson,Left Oblique Contusion,Available
1635,"Mar 14, 6:30 PM",Rudy Gobert,Left Ankle Sprain,Questionable
1636,"Mar 14, 6:30 PM",Naz Reid,Left Calf Soreness,Questionable
1637,"Mar 14, 6:30 PM",Austin Rivers,Back Spasms,Questionable
1638,"Mar 14, 6:30 PM",Alperen Sengun,Left Groin Strain,Questionable
1639,"Mar 14, 6:30 PM",Cory Joseph,Non-COVID Illness,Available
1640,"Mar 14, 6:30 PM",Taj Gibson,Non-COVID Illness,Available
1641,"Mar 14, 6:30 PM",Johnny Davis,Non-COVID Illness,Available
1642,"Mar 14, 6:30 PM",Dalano Banton,Left Thumb Sprain,Out
1643,"Mar 14, 6:30 PM",Richaun Holmes,Non-COVID Illness,Out
1644,"Mar 14, 6:30 PM",Kelly Oubre,Back Discomfort,Available
1645,Mar 14 5:30 PM,Kyrie Irving,Right Foot Soreness,Questionable
1646,Mar 14 5:30 PM,Christian Wood,Right Foot Soreness,Questionable
1647,Mar 14 5:30 PM,Tim Hardaway Jr,Left Calf Contusion,Questionable
1648,Mar 14 5:30 PM,John Butler,G League - Two-Way,Available
1649,"Mar 14, 4:30 PM",Grayson Allen,Right Plantar Fascia Soreness,Out
1650,"Mar 14, 4:30 PM",Khris Middleton,Right Knee Injury Management,Out
1651,"Mar 14, 4:30 PM",Goran Dragic,Left Knee Soreness,Out
1652,"Mar 14, 4:30 PM",Joe Ingles,Left Knee Injury Management,Available
1653,"Mar 14, 4:30 PM",Kyle Lowry,Left Knee Soreness,Questionable
1654,"Mar 14, 4:30 PM",Jamal Cain,G League - Two-Way,Out
1655,Mar 14 3:30 PM,Torrey Craig,Left Heel Soreness,Probable
1656,Mar 14 3:30 PM,Saben Lee,G League - Two-Way,Available
1657,"Mar 14, 2:30 PM",Jalen McDaniels,Right Hip Contusion,Questionable
1658,"Mar 14, 2:30 PM",Jaden Springer,G League - On Assignment,Out
1659,"Mar 14, 2:30 PM",Terry Taylor,G League - Two-Way,Out
1660,"Mar 14, 2:30 PM",Dalen Terry,G League - On Assignment,Out
1661,Mar 14 1:30 PM,Cory Joseph,Non-COVID Illness,Questionable
1662,Mar 14 1:30 PM,Isaiah Livers,Right Hip Soreness,Out
1663,"Mar 14, 12:30 PM",Donovan Mitchell,Left Hand Finger Sprain Management,Out
1664,"Mar 14, 12:30 PM",Kyle Kuzma,Right Knee Soreness,Out
1665,Mar 13 9:30 PM,Giannis Antetokounmpo,Right Hand Soreness,Available
1666,Mar 13 9:30 PM,Wesley Matthews,Right Calf Strain,Available
1667,Mar 13 9:30 PM,Draymond Green,Right Ankle Sprain,Available
1668,Mar 13 9:30 PM,Andre Iguodala,Right Hip Soreness,Available
1669,Mar 13 9:30 PM,Saben Lee,G League - Two-Way,Out
1670,Mar 13 8:30 PM,Jalen Brunson,Sore Left Foot,Doubtful
1671,Mar 13 8:30 PM,Trevor Keels,G League - Two-Way,Out
1672,Mar 13 8:30 PM,Damian Lillard,Right Calf Tightness,Questionable
1673,Mar 13 8:30 PM,Jerami Grant,Left Quad Contusion,Questionable
1674,Mar 13 8:30 PM,Jonathan Kuminga,Right Ankle Sprain,Out
1675,Mar 13 7:30 PM,Rudy Gobert,Left Ankle Sprain,Available
1676,Mar 13 7:30 PM,Austin Rivers,Back Spasms,Out
1677,Mar 13 7:30 PM,Christian Wood,Right Foot Soreness,Out
1678,Mar 13 7:30 PM,Bogdan Bogdanovic,Back Tightness,Available
1679,"Mar 13, 6:30 PM",Shai Gilgeous-Alexander,Abdominal Strain Management,Available
1680,"Mar 13, 6:30 PM",Jared Butler,G League - Two-Way,Out
1681,"Mar 13, 6:30 PM",Kyrie Irving,Right Foot Soreness,Out
1682,"Mar 13, 6:30 PM",Christian Wood,Right Foot Soreness,Questionable
1683,"Mar 13, 6:30 PM",Buddy Hield,Left Foot Sore,Available
1684,"Mar 13, 6:30 PM",Trevelin Queen,G League - Two-Way,Out
1685,"Mar 13, 6:30 PM",Keldon Johnson,Left Foot Soreness,Questionable
1686,"Mar 13, 6:30 PM",Jeremy Sochan,Right Knee Soreness,Questionable
1687,"Mar 13, 6:30 PM",Malaki Branham,Right Shoulder Impingement,Out
1688,"Mar 13, 6:30 PM",Romeo Langford,Left Adductor Soreness Management,Out
1689,"Mar 13, 6:30 PM",Dominick Barlow,G League - Two-Way,Available
1690,"Mar 13, 6:30 PM",Alperen Sengun,Left Groin Strain,Out
1691,"Mar 13, 6:30 PM",Brandon Ingram,Right Ankle Sprain,Questionable
1692,"Mar 13, 6:30 PM",Caleb Martin,Left Knee Soreness,Available
1693,"Mar 13, 6:30 PM",Duncan Robinson,Health and Safety Protocols,Available
1694,"Mar 13, 6:30 PM",Dru Smith,G League - Two-Way,Out
1695,"Mar 13, 6:30 PM",David Duke,G League - Two-Way,Out
1696,"Mar 13, 5:30 PM",Anthony Davis,Right Foot Stress injury,Probable
1697,"Mar 13, 5:30 PM",Kyle Kuzma,Right Knee Right knee soreness,Questionable
1698,"Mar 13, 5:30 PM",Taj Gibson,Non-COVID Illness,Questionable
1699,"Mar 13, 5:30 PM",Johnny Davis,Non-COVID Illness,Questionable
1700,"Mar 13, 5:30 PM",Theo Maledon,G League - Two-Way,Out
1701,"Mar 13, 5:30 PM",Kelly Oubre,Back Discomfort,Probable
1702,"Mar 13, 5:30 PM",Mamadi Diakite,G League - Two-Way,Available
1703,"Mar 13, 4:30 PM",Jamal Murray,Left Knee Injury Management,Questionable
1704,"Mar 13, 4:30 PM",Reggie Jackson,Left Oblique Contusion,Probable
1705,"Mar 13, 4:30 PM",Taj Gibson,Non-COVID Illness,Out
1706,"Mar 13, 4:30 PM",Jay Huff,G League - Two-Way,Available
1707,Mar 13 2:30 PM,Jordan Clarkson,Left Fourth Finger Sprain,Out
1708,Mar 13 2:30 PM,Kyle Lowry,Left Knee Soreness,Available
