,Date,Home,Away,Favorite,Spread,Attendance,Capacity
440,12/17/2022,HOU,POR,POR,-3.5,16217,18055
441,12/17/2022,MIL,UTA,MIL,-2.0,17587,17341
442,12/17/2022,OKC,MEM,MEM,-11.0,16895,18203
443,12/17/2022,PHX,NOP,PHX,-3.0,17071,17071
444,12/18/2022,BOS,ORL,BOS,-10.5,19156,19156
445,12/18/2022,IND,NYK,NYK,-1.0,14513,17923
446,12/18/2022,DET,BKN,BKN,-8.0,19488,20332
447,12/18/2022,TOR,GSW,TOR,-6.0,19800,19800
448,12/18/2022,MIN,CHI,CHI,-1.5,16294,19356
449,12/18/2022,DEN,CHA,DEN,-9.5,19235,19520
450,12/18/2022,LAL,WAS,LAL,-3.5,18153,19068
451,12/19/2022,CLE,UTA,CLE,-6.5,19432,19432
452,12/19/2022,PHI,TOR,PHI,-6.5,20408,21000
453,12/19/2022,ATL,ORL,ATL,-8.5,17809,16888
454,12/19/2022,HOU,SAS,HOU,-4.5,15928,18055
455,12/19/2022,MIN,DAL,DAL,-5.5,16627,19356
456,12/19/2022,NOP,MIL,NOP,-1.0,18271,16867
457,12/19/2022,OKC,POR,POR,-4.0,14672,18203
458,12/19/2022,PHX,LAL,PHX,-11.5,17071,17071
459,12/19/2022,SAC,CHA,SAC,-10.0,17803,17611
460,12/20/2022,DET,UTA,UTA,-2.5,15622,20332
461,12/20/2022,MIA,CHI,MIA,-1.5,19969,19600
462,12/20/2022,NYK,GSW,NYK,-6.0,19812,19763
463,12/20/2022,PHX,WAS,PHX,-7.0,17071,17071
464,12/20/2022,DEN,MEM,MEM,-1.5,19605,19520
465,12/21/2022,CLE,MIL,CLE,-2.5,19432,19432
466,12/21/2022,PHI,DET,PHI,-12.0,20615,21000
467,12/21/2022,ATL,CHI,ATL,-5.0,17226,16888
468,12/21/2022,BOS,IND,BOS,-9.0,19156,19156
469,12/21/2022,BKN,GSW,BKN,-10.5,18026,17732
470,12/21/2022,NYK,TOR,NYK,-2.0,19294,19763
471,12/21/2022,HOU,ORL,HOU,-1.0,15965,18055
472,12/21/2022,MIN,DAL,DAL,-2.0,16164,19356
473,12/21/2022,OKC,POR,POR,-4.0,15107,18203
474,12/21/2022,SAC,LAL,SAC,-8.0,17611,17611
475,12/21/2022,LAC,CHA,LAC,-9.0,19068,19068
476,12/22/2022,NOP,SAS,NOP,-8.5,16417,16867
477,12/22/2022,UTA,WAS,UTA,-7.0,18206,18206
478,12/23/2022,ORL,SAS,ORL,-6.0,18425,18500
479,12/23/2022,PHI,LAC,PHI,-3.5,19996,21000
480,12/23/2022,ATL,DET,ATL,-9.5,17028,16888
481,12/23/2022,BOS,MIN,BOS,-9.5,19156,19156
482,12/23/2022,BKN,MIL,BKN,-2.5,18169,17732
483,12/23/2022,CLE,TOR,CLE,-4.5,19432,19432
484,12/23/2022,NYK,CHI,NYK,-6.0,19812,19763
485,12/23/2022,MIA,IND,MIA,-6.0,19600,19600
486,12/23/2022,HOU,DAL,DAL,-7.0,16989,18055
487,12/23/2022,OKC,NOP,OKC,-1.5,15214,18203
488,12/23/2022,DEN,POR,DEN,-5.5,19619,19520
489,12/23/2022,PHX,MEM,MEM,-3.0,17071,17071
490,12/23/2022,SAC,WAS,SAC,-7.5,17894,17611
491,12/23/2022,LAL,CHA,LAL,-3.0,18997,19068
492,12/25/2022,NYK,PHI,PHI,-2.0,19812,19763
493,12/25/2022,DAL,LAL,DAL,-7.0,20441,19200
494,12/25/2022,BOS,MIL,BOS,-5.5,19156,19156
495,12/25/2022,GSW,MEM,MEM,-7.0,18064,18064
496,12/25/2022,DEN,PHX,DEN,-4.0,19642,19520
497,12/26/2022,CLE,BKN,CLE,-2.0,19432,19432
498,12/26/2022,DET,LAC,LAC,-5.5,20190,20332
499,12/26/2022,MIA,MIN,MIN,-1.0,19911,19600
500,12/26/2022,CHI,HOU,CHI,-7.0,21561,20917
501,12/26/2022,NOP,IND,NOP,-2.0,18636,16867
502,12/26/2022,SAS,UTA,UTA,-5.0,16351,18354
503,12/26/2022,POR,CHA,POR,-5.5,19530,19441
504,12/27/2022,ORL,LAL,ORL,-3.5,19482,18500
505,12/27/2022,WAS,PHI,PHI,-4.5,20476,20600
506,12/27/2022,BOS,HOU,BOS,-15.0,19156,19156
507,12/27/2022,IND,ATL,ATL,-1.5,16738,17923
508,12/27/2022,TOR,LAC,TOR,-4.0,19800,19800
509,12/27/2022,MEM,PHX,MEM,-8.0,18239,18400
510,12/27/2022,OKC,SAS,OKC,-7.0,16229,18203
511,12/27/2022,DAL,NYK,DAL,-5.5,20377,19200
512,12/27/2022,GSW,CHA,GSW,-5.0,18064,18064
513,12/27/2022,SAC,DEN,DEN,-3.0,17937,17611
514,12/28/2022,DET,ORL,ORL,-1.0,20190,20332
515,12/28/2022,WAS,PHX,PHX,-2.5,20476,20600
516,12/28/2022,ATL,BKN,BKN,-7.5,18030,16888
517,12/28/2022,MIA,LAL,MIA,-9.0,20221,19600
518,12/28/2022,CHI,MIL,MIL,-2.5,21537,20917
519,12/28/2022,NOP,MIN,NOP,-6.5,18669,16867
520,12/28/2022,GSW,UTA,UTA,-4.5,18064,18064
521,12/28/2022,SAC,DEN,SAC,-3.0,17985,17611
522,12/29/2022,CHA,OKC,CHA,-2.5,19425,19077
523,12/29/2022,IND,CLE,CLE,-4.0,17274,17923
524,12/29/2022,BOS,LAC,BOS,-7.0,19156,19156
525,12/29/2022,TOR,MEM,MEM,-4.0,19800,19800
526,12/29/2022,SAS,NYK,NYK,-4.5,18354,18354
527,12/29/2022,DAL,HOU,DAL,-10.0,20307,19200
528,12/30/2022,ORL,WAS,WAS,-4.5,19040,18500
529,12/30/2022,ATL,LAL,ATL,-6.0,17984,16888
530,12/30/2022,TOR,PHX,TOR,-2.0,19800,19800
531,12/30/2022,CHI,DET,CHI,-7.5,21667,20917
532,12/30/2022,MIL,MIN,MIL,-7.5,18018,17341
533,12/30/2022,NOP,PHI,PHI,-1.0,18656,16867
534,12/30/2022,DEN,MIA,DEN,-4.0,19638,19520
535,12/30/2022,GSW,POR,POR,-1.0,18064,18064
536,12/30/2022,SAC,UTA,SAC,-3.0,17946,17611
537,12/31/2022,IND,LAC,LAC,-2.5,16731,17923
538,12/31/2022,CHA,BKN,BKN,-6.0,19386,19077
539,12/31/2022,CHI,CLE,CLE,-2.5,21524,20917
540,12/31/2022,HOU,NYK,NYK,-4.0,18055,18055
541,12/31/2022,SAS,DAL,DAL,-7.5,18354,18354
542,12/31/2022,MEM,NOP,MEM,-6.5,17951,18400
543,12/31/2022,MIN,DET,MIN,-7.5,16233,19356
544,12/31/2022,OKC,PHI,PHI,-2.5,17147,18203
545,12/31/2022,UTA,MIA,UTA,-4.0,18206,18206
546,1/1/2023,MEM,SAC,MEM,-4.0,17794,18400
547,1/1/2023,MIL,WAS,MIL,-2.5,17341,17341
548,1/1/2023,DEN,BOS,BOS,-3.5,19641,19520
549,1/2/2023,NYK,PHX,NYK,-3.0,19812,19763
550,1/2/2023,CHA,LAL,CHA,-2.0,19210,19077
551,1/2/2023,CLE,CHI,CLE,-4.0,19432,19432
552,1/2/2023,IND,TOR,TOR,-2.0,14054,17923
553,1/2/2023,PHI,NOP,PHI,-5.0,20531,21000
554,1/2/2023,BKN,SAS,BKN,-11.5,18224,17732
555,1/2/2023,HOU,DAL,DAL,-7.5,18055,18055
556,1/2/2023,MIN,DEN,DEN,-4.5,15962,19356
557,1/2/2023,GSW,ATL,GSW,-1.5,18064,18064
558,1/2/2023,POR,DET,POR,-10.0,19393,19441
559,1/2/2023,LAC,MIA,MIA,-1.0,19068,19068
560,1/3/2023,MIL,WAS,MIL,-7.5,17341,17341
561,1/3/2023,OKC,BOS,BOS,-11.0,16778,18203
562,1/3/2023,UTA,SAC,UTA,-3.0,18206,18206
563,1/4/2023,CHA,MEM,MEM,-7.5,19249,19077
564,1/4/2023,CLE,PHX,CLE,-5.5,19432,19432
565,1/4/2023,ORL,OKC,OKC,-1.0,18925,18500
566,1/4/2023,PHI,IND,PHI,-5.0,20033,21000
567,1/4/2023,NYK,SAS,NYK,-10.0,19812,19763
568,1/4/2023,TOR,MIL,TOR,-5.5,19800,19800
569,1/4/2023,CHI,BKN,BKN,-5.0,21418,20917
570,1/4/2023,MIN,POR,POR,-1.0,15434,19356
571,1/4/2023,NOP,HOU,NOP,-7.5,17295,16867
572,1/4/2023,GSW,DET,GSW,-7.0,18064,18064
573,1/4/2023,LAL,MIA,MIA,-8.5,18997,19068
574,1/4/2023,SAC,ATL,SAC,-1.5,17611,17611
575,1/5/2023,ORL,MEM,MEM,-6.5,19184,18500
576,1/5/2023,DAL,BOS,BOS,-3.0,20413,19200
577,1/5/2023,HOU,UTA,UTA,-7.0,16320,18055
578,1/5/2023,DEN,LAC,DEN,-4.5,19087,19520
579,1/6/2023,IND,POR,IND,-1.5,16548,17923
580,1/6/2023,PHI,CHI,PHI,-5.0,20766,21000
581,1/6/2023,TOR,NYK,TOR,-3.5,19800,19800
582,1/6/2023,MIL,CHA,MIL,-10.0,17627,17341
583,1/6/2023,OKC,WAS,OKC,-1.0,14790,18203
584,1/6/2023,SAS,DET,SAS,-2.0,13107,18354
585,1/6/2023,NOP,BKN,BKN,-4.5,18636,16867
586,1/6/2023,MIN,LAC,MIN,-5.5,17136,19356
587,1/6/2023,DEN,CLE,DEN,-5.0,19638,19520
588,1/6/2023,PHX,MIA,MIA,-1.0,17071,17071
589,1/6/2023,LAL,ATL,ATL,-2.5,18997,19068
590,1/7/2023,SAS,BOS,BOS,-15.0,18354,18354
591,1/7/2023,CHI,UTA,UTA,-2.5,21694,20917
592,1/7/2023,DAL,NOP,DAL,-9.0,20300,19200
593,1/7/2023,GSW,ORL,GSW,-7.0,18064,18064
594,1/7/2023,SAC,LAL,SAC,-7.5,17611,17611
595,1/8/2023,DET,PHI,PHI,-6.0,18898,20332
596,1/8/2023,TOR,POR,TOR,-3.0,19800,19800
597,1/8/2023,IND,CHA,IND,-5.0,15805,17923
598,1/8/2023,MIA,BKN,BKN,-2.0,19901,19600
599,1/8/2023,MEM,UTA,MEM,-5.5,17794,18400
600,1/8/2023,HOU,MIN,MIN,-3.5,18055,18055
601,1/8/2023,OKC,DAL,OKC,-4.0,16317,18203
602,1/8/2023,PHX,CLE,CLE,-6.0,17071,17071
603,1/8/2023,LAC,ATL,LAC,-2.5,19068,19068
604,1/9/2023,WAS,NOP,WAS,-1.5,16223,20600
605,1/9/2023,BOS,CHI,BOS,-9.0,19156,19156
606,1/9/2023,NYK,MIL,EVEN,0.0,18167,19763
607,1/9/2023,MEM,SAS,MEM,-11.0,16013,18400
608,1/9/2023,DEN,LAL,DEN,-13.0,19609,19520
609,1/9/2023,SAC,ORL,SAC,-6.5,16499,17611
610,1/10/2023,MIA,OKC,MIA,-2.0,19600,19600
611,1/10/2023,PHI,DET,PHI,-14.0,20221,21000
612,1/10/2023,TOR,CHA,TOR,-7.5,19800,19800
613,1/10/2023,UTA,CLE,CLE,-2.5,18206,18206
614,1/10/2023,GSW,PHX,GSW,-12.0,18064,18064
615,1/10/2023,POR,ORL,POR,-8.5,18176,19441
616,1/10/2023,LAC,DAL,LAC,-1.5,15828,19068
617,1/11/2023,DET,MIN,MIN,-6.5,15906,20332
618,1/11/2023,WAS,CHI,CHI,-1.5,17032,20600
619,1/11/2023,ATL,MIL,MIL,-4.0,17154,16888
620,1/11/2023,BOS,NOP,BOS,-9.0,19156,19156
621,1/11/2023,NYK,IND,NYK,-5.0,18249,19763
622,1/11/2023,MEM,SAS,MEM,-13.0,16454,18400
623,1/11/2023,DEN,PHX,DEN,-14.0,18872,19520
624,1/11/2023,SAC,HOU,SAC,-9.0,16057,17611
625,1/12/2023,PHI,OKC,PHI,-10.0,20892,21000
626,1/12/2023,BKN,BOS,BOS,-1.0,18125,17732
627,1/12/2023,MIA,MIL,MIA,-6.0,19600,19600
628,1/12/2023,TOR,CHA,TOR,-7.5,19800,19800
629,1/12/2023,LAL,DAL,DAL,-2.5,18997,19068
630,1/12/2023,POR,CLE,CLE,-1.0,18105,19441
631,1/13/2023,DET,NOP,NOP,-5.5,18989,20332
632,1/13/2023,IND,ATL,ATL,-3.5,16071,17923
633,1/13/2023,WAS,NYK,NYK,-4.0,20476,20600
634,1/13/2023,SAS,GSW,GSW,-8.5,68323,68000
635,1/13/2023,CHI,OKC,CHI,-4.5,21342,20917
636,1/13/2023,MIN,PHX,MIN,-6.5,16460,19356
637,1/13/2023,UTA,ORL,UTA,-5.5,18206,18206
638,1/13/2023,LAC,DEN,LAC,-5.0,16005,19068
639,1/13/2023,SAC,HOU,SAC,-9.5,17894,17611
640,1/14/2023,MIA,MIL,MIA,-4.0,19620,19600
641,1/14/2023,CHA,BOS,BOS,-8.0,19608,19077
642,1/14/2023,IND,MEM,MEM,-8.0,17274,17923
643,1/14/2023,TOR,ATL,TOR,-7.5,19800,19800
644,1/14/2023,MIN,CLE,CLE,-4.5,17136,19356
645,1/14/2023,UTA,PHI,PHI,-7.0,18206,18206
646,1/14/2023,POR,DAL,POR,-4.0,19393,19441
647,1/15/2023,DET,NYK,NYK,-9.0,19894,20332
648,1/15/2023,LAC,HOU,LAC,-10.0,17238,19068
649,1/15/2023,CHI,GSW,GSW,-6.0,20139,20917
650,1/15/2023,BKN,OKC,BKN,-4.5,18165,17732
651,1/15/2023,SAS,SAC,SAC,-6.5,12339,18354
652,1/15/2023,DEN,ORL,DEN,-11.0,19641,19520
653,1/15/2023,POR,DAL,POR,-9.0,19393,19441
654,1/15/2023,LAL,PHI,PHI,-5.5,18020,19068
655,1/16/2023,CHA,BOS,BOS,-9.0,19227,19077
656,1/16/2023,MIL,IND,MIL,-5.0,17412,17341
657,1/16/2023,CLE,NOP,CLE,-7.5,19432,19432
658,1/16/2023,NYK,TOR,NYK,-1.5,19812,19763
659,1/16/2023,WAS,GSW,GSW,-2.5,20476,20600
660,1/16/2023,ATL,MIA,ATL,-1.0,18007,16888
661,1/16/2023,MIN,UTA,MIN,-4.5,16477,19356
662,1/16/2023,MEM,PHX,MEM,-12.5,17794,18400
663,1/16/2023,LAL,HOU,LAL,-7.5,17657,19068
664,1/17/2023,MIL,TOR,MIL,-1.5,17341,17341
665,1/17/2023,SAS,BKN,BKN,-2.0,13532,18354
666,1/17/2023,DEN,POR,DEN,-6.0,18258,19520
667,1/17/2023,LAC,PHI,LAC,-1.5,15155,19068
668,1/18/2023,NYK,WAS,NYK,-5.0,19164,19763
669,1/18/2023,DAL,ATL,DAL,-2.5,20125,19200
670,1/18/2023,HOU,CHA,CHA,-3.0,15678,18055
671,1/18/2023,MEM,CLE,MEM,-7.5,16892,18400
672,1/18/2023,NOP,MIA,MIA,-3.5,17736,16867
673,1/18/2023,OKC,IND,OKC,-3.5,14748,18203
674,1/18/2023,UTA,LAC,UTA,-8.5,18206,18206
675,1/18/2023,DEN,MIN,DEN,-9.0,16112,19520
676,1/18/2023,LAL,SAC,LAL,-2.5,18142,19068
677,1/19/2023,DET,CHI,CHI,-7.5,15885,15609
678,1/19/2023,BOS,GSW,BOS,-6.5,19156,19156
679,1/19/2023,MIN,TOR,TOR,-4.0,16318,19356
680,1/19/2023,PHX,BKN,BKN,-3.5,17071,17071
681,1/19/2023,POR,PHI,PHI,-1.5,18113,19441
682,1/20/2023,ORL,NOP,NOP,-1.0,19025,18500
683,1/20/2023,ATL,NYK,ATL,-3.5,17711,16888
684,1/20/2023,CLE,GSW,CLE,-10.5,19432,19432
685,1/20/2023,DAL,MIA,MIA,-2.0,20326,19200
686,1/20/2023,SAS,LAC,LAC,-7.5,15190,18354
687,1/20/2023,DEN,IND,DEN,-6.0,19609,19520
688,1/20/2023,UTA,BKN,UTA,-4.5,18206,18206
689,1/20/2023,LAL,MEM,MEM,-7.0,18997,19068
690,1/20/2023,SAC,OKC,SAC,-5.5,17932,17611
691,1/21/2023,TOR,BOS,BOS,-3.5,19800,19800
692,1/21/2023,WAS,ORL,WAS,-6.5,18171,20600
693,1/21/2023,ATL,CHA,ATL,-7.5,17928,16888
694,1/21/2023,CLE,MIL,CLE,-3.0,19432,19432
695,1/21/2023,MIN,HOU,MIN,-8.0,17136,19356
696,1/21/2023,PHX,IND,PHX,-3.0,17071,17071
697,1/21/2023,SAC,PHI,SAC,-5.5,17861,17611
698,1/22/2023,MIA,NOP,MIA,-7.5,19600,19600
699,1/22/2023,TOR,NYK,TOR,-2.0,19261,19800
700,1/22/2023,DAL,LAC,DAL,-2.0,20026,19200
701,1/22/2023,DEN,OKC,DEN,-3.0,19557,19520
702,1/22/2023,PHX,MEM,MEM,-8.5,17071,17071
703,1/22/2023,GSW,BKN,GSW,-7.5,18064,18064
704,1/22/2023,POR,LAL,POR,-6.0,19393,19441
705,1/23/2023,DET,MIL,MIL,-11.5,18011,20332
706,1/23/2023,ORL,BOS,BOS,-7.5,19196,18500
707,1/23/2023,CHI,ATL,CHI,-1.5,20938,20917
708,1/23/2023,HOU,MIN,MIN,-6.0,13811,18055
709,1/23/2023,UTA,CHA,UTA,-9.0,18206,18206
710,1/23/2023,POR,SAS,POR,-8.5,17874,19441
711,1/23/2023,SAC,MEM,SAC,-4.0,17821,17611
712,1/24/2023,IND,CHI,CHI,-1.5,16102,17923
713,1/24/2023,MIA,BOS,MIA,-2.5,19705,19600
714,1/24/2023,NYK,CLE,CLE,-3.0,19812,19763
715,1/24/2023,NOP,DEN,DEN,-3.0,14699,16867
716,1/24/2023,DAL,WAS,DAL,-7.0,20077,19200
717,1/24/2023,PHX,CHA,PHX,-7.5,17071,17071
718,1/24/2023,LAL,LAC,LAC,-4.5,17604,19068
719,1/25/2023,ORL,IND,ORL,-5.0,18846,18500
720,1/25/2023,PHI,BKN,PHI,-7.5,19772,21000
721,1/25/2023,HOU,WAS,WAS,-2.0,15302,18055
722,1/25/2023,MIL,DEN,MIL,-12.5,17352,17341
723,1/25/2023,NOP,MIN,NOP,-2.5,14887,16867
724,1/25/2023,OKC,ATL,ATL,-1.0,15079,18203
725,1/25/2023,GSW,MEM,GSW,-2.5,18064,18064
726,1/25/2023,POR,UTA,POR,-3.5,18154,19441
727,1/25/2023,SAC,TOR,SAC,-3.5,17767,17611
728,1/25/2023,LAL,SAS,LAL,-8.0,17955,19068
729,1/26/2023,BOS,NYK,BOS,-8.5,19156,19156
730,1/26/2023,BKN,DET,BKN,-7.5,17732,17732
731,1/26/2023,CHA,CHI,CHI,-3.0,17697,19077
732,1/26/2023,HOU,CLE,CLE,-8.0,16327,18055
733,1/26/2023,PHX,DAL,PHX,-1.0,17071,17071
734,1/26/2023,LAC,SAS,LAC,-13.0,16958,19068
735,1/27/2023,IND,MIL,MIL,-6.5,16090,17923
736,1/27/2023,MIN,MEM,MEM,-1.0,17136,19356
737,1/27/2023,MIA,ORL,MIA,-8.5,19788,19600
738,1/27/2023,OKC,CLE,OKC,-1.0,16236,18203
739,1/27/2023,GSW,TOR,GSW,-4.0,18064,18064
740,1/28/2023,PHI,DEN,PHI,-3.0,21255,21000
741,1/28/2023,BKN,NYK,EVEN,0.0,18100,17732
742,1/28/2023,DET,HOU,DET,-6.0,19411,20332
743,1/28/2023,ORL,CHI,CHI,-2.5,18846,18500
744,1/28/2023,ATL,LAC,ATL,-1.0,18448,16888
745,1/28/2023,MIN,SAC,SAC,-1.0,17136,19356
746,1/28/2023,NOP,WAS,NOP,-5.5,17692,16867
747,1/28/2023,SAS,PHX,PHX,-5.5,18354,18354
748,1/28/2023,BOS,LAL,BOS,-7.5,19156,19156
749,1/28/2023,UTA,DAL,UTA,-7.5,18206,18206
750,1/28/2023,POR,TOR,POR,-3.0,19393,19441
751,1/29/2023,CHA,MIA,MIA,-6.0,19254,19077
752,1/29/2023,MEM,IND,MEM,-8.0,17794,18400
753,1/29/2023,CLE,LAC,CLE,-11.5,19432,19432
754,1/29/2023,MIL,NOP,MIL,-10.5,17341,17341
755,1/30/2023,PHI,ORL,PHI,-10.0,19812,21000
756,1/30/2023,BKN,LAL,BKN,-9.0,17924,17732
757,1/30/2023,MIN,SAC,SAC,-1.0,15342,19356
758,1/30/2023,OKC,GSW,GSW,-5.0,16854,18203
759,1/30/2023,SAS,WAS,WAS,-5.5,11970,18354
760,1/30/2023,DAL,DET,DAL,-10.5,19777,19200
761,1/30/2023,PHX,TOR,PHX,-1.0,17071,17071
762,1/30/2023,POR,ATL,POR,-5.5,18262,19441
763,1/31/2023,CLE,MIA,CLE,-4.0,19432,19432
764,1/31/2023,NYK,LAL,NYK,-2.0,19812,19763
765,1/31/2023,CHI,LAC,LAC,-3.0,20068,20917
766,1/31/2023,MIL,CHA,MIL,-11.5,17341,17341
767,1/31/2023,DEN,NOP,DEN,-7.0,18868,19520
768,2/1/2023,PHI,ORL,PHI,-10.5,20885,21000
769,2/1/2023,MEM,POR,MEM,-6.0,14589,18400
770,2/1/2023,BOS,BKN,BOS,-9.0,19156,19156
771,2/1/2023,HOU,OKC,OKC,-6.0,15181,18055
772,2/1/2023,MIN,GSW,GSW,-5.5,17136,19356
773,2/1/2023,SAS,SAC,SAC,-7.5,13207,18354
774,2/1/2023,UTA,TOR,UTA,-2.5,18206,18206
775,2/1/2023,PHX,ATL,PHX,-1.0,17071,17071
776,2/2/2023,IND,LAL,LAL,-2.5,17274,17923
777,2/2/2023,CLE,MEM,CLE,-6.5,19432,19432
778,2/2/2023,NYK,MIA,MIA,-3.0,19044,19763
779,2/2/2023,CHI,CHA,CHI,-6.5,20072,20917
780,2/2/2023,DAL,NOP,DAL,-5.0,19670,19200
781,2/2/2023,DEN,GSW,DEN,-6.0,19555,19520
782,2/2/2023,MIL,LAC,MIL,-4.5,17341,17341
783,2/3/2023,DET,CHA,CHA,-1.0,18007,20332
784,2/3/2023,IND,SAC,SAC,-1.5,17274,17923
785,2/3/2023,WAS,POR,WAS,-4.5,20476,20600
786,2/3/2023,BOS,PHX,BOS,-10.0,19156,19156
787,2/3/2023,HOU,TOR,TOR,-8.0,16585,18055
788,2/3/2023,MIN,ORL,MIN,-5.5,17136,19356
789,2/3/2023,SAS,PHI,PHI,-10.0,15252,18354
790,2/3/2023,UTA,ATL,UTA,-1.0,18206,18206
