,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
25193,AJ Green MIL,MIL,H,11/01/2023,L,6,172.7,118.2,54.5,16.7,0.00,50.0,0.0,25.0,20.0,0.0,100,100,9.1,95.71,10.0,
25194,Josh Minott MIN,MIN,H,11/01/2023,W,4,122.2,100.0,22.2,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,11.1,118.90,11.1,
25195,Anthony Gill WAS,WAS,H,11/01/2023,L,7,177.8,88.2,89.5,15.4,2.00,50.0,0.0,16.7,12.5,25.0,100,100,11.1,117.48,9.4,
25196,Dorian Finney-Smith BKN,BKN,H,11/01/2023,W,30,87.9,121.9,-34.0,13.3,2.00,15.4,0.0,9.4,4.6,7.7,75.0,75.0,15.3,104.52,9.6,
25197,Jeff Green HOU,HOU,H,11/01/2023,W,12,128.0,115.4,12.6,0.0,0.00,0.0,0.0,14.3,8.3,16.7,100,94.5,23.1,99.51,14.9,
25198,Tristan Thompson CLE,CLE,H,11/01/2023,W,13,82.1,96.2,-14.0,0.0,0.00,0.0,20.0,15.8,17.2,33.3,75.0,75.0,19.4,101.36,18.5,
25199,Jonas Valanciunas NOP,NOP,H,11/01/2023,W,21,125.0,106.8,18.2,15.4,0.00,13.3,12.0,27.3,19.1,0.0,65.0,72.6,25.0,100.73,23.6,
25200,Payton Pritchard BOS,BOS,H,11/01/2023,W,26,156.1,100.0,56.1,36.0,0.00,47.4,4.0,11.5,7.8,0.0,70.0,71.8,14.5,104.23,16.0,
25201,Lauri Markkanen UTA,UTA,H,11/01/2023,W,28,109.7,92.1,17.6,5.6,0.00,7.7,4.0,22.7,15.9,0.0,72.7,77.1,17.9,108.81,19.7,
25202,Alperen Sengun HOU,HOU,H,11/01/2023,W,27,139.3,119.0,20.3,20.0,4.00,23.5,6.7,22.2,16.7,5.9,79.2,76.4,22.0,100.73,17.5,
25203,Aaron Holiday HOU,HOU,H,11/01/2023,W,11,127.3,131.8,-4.5,14.3,1.00,25.0,0.0,8.3,4.2,25.0,150.0,150.0,12.0,97.33,12.2,
25204,Andre Jackson Jr.,MIL,A,TOR,11/01/2023,L,6,146.2,125.0,21.2,50.0,0.00,75.0,0.0,25.0,14.3,0.0,100,100,7.7,94.49,15.2
25205,OG Anunoby TOR,TOR,H,11/01/2023,W,25,121.2,87.0,34.1,15.0,1.50,25.0,0.0,8.0,4.5,16.7,107.1,101.5,15.5,101.96,13.5,
25206,Luke Kornet BOS,BOS,H,11/01/2023,W,6,176.9,133.3,43.6,0.0,0.00,0.0,16.7,16.7,16.7,0.0,100,100,7.1,99.72,8.0,
25207,Kevon Looney GSW,GSW,H,11/01/2023,W,24,105.9,103.8,2.0,35.3,0.00,60.0,9.5,24.1,18.0,0.0,75.0,75.0,7.1,105.42,17.8,
25208,Sam Hauser BOS,BOS,H,11/01/2023,W,20,161.0,102.4,58.6,0.0,0.00,0.0,0.0,16.7,9.1,11.1,107.1,107.9,19.1,102.24,15.5,
25209,Dalano Banton BOS,BOS,H,11/01/2023,W,8,152.6,130.0,22.6,14.3,0.00,16.7,0.0,60.0,25.0,0.0,100,103.4,23.8,113.23,25.5,
25210,Peyton Watson DEN,DEN,H,11/01/2023,L,16,75.0,90.9,-15.9,11.1,0.50,16.7,0.0,13.3,5.9,33.3,66.7,66.7,12.8,100.54,5.0,
25211,Nassir Little PHX,PHX,H,10/31/2023,L,18,111.9,104.7,7.3,6.7,1.00,20.0,0.0,10.5,5.9,20.0,100,100,8.9,113.86,4.7,
25212,Jordan Miller LAC,LAC,H,10/31/2023,W,3,183.3,150.0,33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,150.0,150.0,14.3,98.74,10.8,
25213,Doug McDermott SAS,SAS,H,10/31/2023,W,15,108.8,112.1,-3.3,8.3,0.00,25.0,0.0,7.7,3.6,0.0,100,100,8.1,104.98,10.3,
25214,Mason Plumlee LAC,LAC,H,10/31/2023,W,22,104.3,117.4,-13.1,14.3,1.00,18.2,9.5,25.0,17.1,18.2,71.4,63.5,17.3,100.00,10.7,
25215,Damian Jones CLE,CLE,H,10/31/2023,L,5,88.9,66.7,22.2,0.0,0.00,0.0,0.0,14.3,9.1,0.0,100,100,10.0,81.77,35.3,
25216,Jett Howard ORL,ORL,H,10/31/2023,L,4,157.1,150.0,7.1,0.0,0.00,0.0,0.0,50.0,20.0,0.0,100,100,11.1,91.53,14.6,
25217,Kobe Brown LAC,LAC,H,10/31/2023,W,19,141.5,114.6,26.8,5.3,0.00,20.0,6.7,13.3,10.0,0.0,87.5,87.5,8.2,103.40,6.5,
25218,Tre Jones SAS,SAS,H,10/31/2023,W,24,126.9,101.9,25.0,14.3,0.00,33.3,0.0,10.0,4.9,0.0,75.0,86.8,10.5,105.09,14.4,
25219,Tristan Thompson CLE,CLE,H,10/31/2023,L,19,110.5,107.5,3.0,6.7,0.50,20.0,5.3,4.8,5.0,40.0,100,106.4,9.1,99.57,5.5,
25220,Zach Collins SAS,SAS,H,10/31/2023,W,28,132.1,122.2,9.9,19.0,2.00,23.5,4.0,17.4,10.4,11.8,59.1,61.2,21.0,96.17,10.3,
25221,Chuma Okeke ORL,ORL,H,10/31/2023,L,4,157.1,150.0,7.1,0.0,0.00,0.0,33.3,0.0,20.0,50.0,100,100,22.2,91.53,7.3,
25222,Mitchell Robinson NYK,NYK,H,10/31/2023,W,22,113.3,102.3,11.1,0.0,0.00,0.0,13.6,13.8,13.7,20.0,100,100,9.6,95.71,19.6,
25223,Immanuel Quickley NYK,NYK,H,10/31/2023,W,24,112.0,94.0,18.0,15.4,0.67,11.8,0.0,11.1,6.0,17.6,68.2,73.1,25.9,100.28,17.2,
25224,Caleb Houstan ORL,ORL,H,10/31/2023,L,4,157.1,150.0,7.1,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,55.1,55.6,91.53,14.6,
25225,Wendell Carter Jr.,ORL,A,LAC,10/31/2023,L,30,76.5,101.5,-25.0,16.7,1.50,18.8,2.9,21.9,11.9,12.5,25.0,32.9,17.6,109.09,5.9
25226,Donte DiVincenzo NYK,NYK,H,10/31/2023,W,15,121.9,90.9,31.0,42.9,6.00,60.0,0.0,11.8,6.1,10.0,50.0,50.0,10.0,104.00,9.2,
25227,Charles Bassey SAS,SAS,H,10/31/2023,W,16,80.6,123.5,-43.0,11.1,1.00,25.0,5.0,18.2,9.7,25.0,50.0,50.0,7.5,108.62,0.0,
25228,Ryan Arcidiacono NYK,NYK,H,10/31/2023,W,2,75.0,66.7,8.3,0.0,0.00,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,76.95,18.2,
25229,Goga Bitadze ORL,ORL,H,10/31/2023,L,4,157.1,150.0,7.1,75.0,0.00,75.0,33.3,0.0,20.0,0.0,0.0,56.8,11.1,91.53,17.1,
25230,Moussa Diabate LAC,LAC,H,10/31/2023,W,3,183.3,150.0,33.3,66.7,2.00,40.0,100,0.0,25.0,20.0,50.0,50.0,42.9,98.74,13.5,
25231,Jusuf Nurkic PHX,PHX,H,10/31/2023,L,30,108.2,123.3,-15.1,19.0,0.00,26.7,0.0,41.4,21.4,0.0,50.0,55.1,16.9,96.71,14.1,
25232,Dylan Windler NYK,NYK,H,10/31/2023,W,3,60.0,60.0,0.0,0.0,0.00,0.0,0.0,33.3,14.3,0.0,0.0,0.0,16.7,84.71,0.0,
25233,Evan Mobley CLE,CLE,H,10/31/2023,L,29,84.5,113.3,-28.9,31.3,2.50,31.3,10.3,27.6,17.6,12.5,33.3,33.3,16.2,97.49,14.1,
25234,Joe Ingles ORL,ORL,H,10/31/2023,L,13,117.9,137.0,-19.2,8.3,0.00,50.0,0.0,7.7,4.8,0.0,0.0,0.0,3.6,103.13,1.6,
25235,Josh Okogie PHX,PHX,H,10/31/2023,L,30,113.6,118.6,-5.1,9.1,1.00,12.5,4.0,3.0,3.4,12.5,35.0,45.1,21.5,94.20,3.4,
25236,Isaiah Mobley CLE,CLE,H,10/31/2023,L,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,100,100,0.0,0.0,0.0,0.0,81.51,0.0,
25237,Drew Eubanks PHX,PHX,H,10/31/2023,L,17,126.3,85.4,40.9,25.0,2.00,40.0,7.7,36.4,25.7,20.0,33.3,38.7,14.0,110.55,16.5,
25238,RJ Barrett NYK,NYK,H,10/31/2023,W,25,111.8,84.3,27.5,0.0,0.00,0.0,3.7,6.1,5.0,6.3,50.0,54.2,26.7,98.54,9.0,
25239,Paolo Banchero ORL,ORL,H,10/31/2023,L,32,81.1,104.2,-23.1,22.2,1.33,16.7,0.0,12.5,5.8,12.5,42.3,45.4,24.7,109.33,8.4,
25240,Moritz Wagner ORL,ORL,H,10/31/2023,L,14,134.5,122.6,11.9,10.0,1.00,8.3,0.0,7.7,4.3,8.3,57.1,67.4,36.7,100.23,14.3,
25241,Jericho Sims NYK,NYK,H,10/31/2023,W,3,60.0,60.0,0.0,100,0.00,50.0,25.0,0.0,14.3,0.0,0.0,0.0,16.7,84.71,20.0,
25242,Max Strus CLE,CLE,H,10/31/2023,L,33,95.5,113.4,-17.9,13.0,0.00,23.1,0.0,8.8,3.9,0.0,27.8,30.4,12.5,97.31,1.7,
25243,Dean Wade CLE,CLE,H,10/31/2023,L,16,103.2,108.8,-5.6,7.7,1.00,14.3,8.7,5.9,7.5,14.3,0.0,0.0,14.3,96.49,-12.5,
25244,DaQuan Jeffries NYK,NYK,H,10/31/2023,W,4,42.9,114.3,-71.4,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,80.96,-23.5,
25245,Malaki Branham SAS,SAS,H,10/31/2023,W,9,133.3,136.8,-3.5,0.0,0.00,0.0,0.0,0.0,0.0,12.5,21.4,21.4,32.0,106.86,-6.1,
25246,Isaac Okoro CLE,CLE,H,10/31/2023,L,25,100.0,116.0,-16.0,0.0,0.00,0.0,9.4,16.0,12.3,7.7,45.5,46.3,21.7,96.39,7.0,
25247,Jeremy Sochan SAS,SAS,H,10/31/2023,W,30,106.3,117.5,-11.1,21.7,0.00,35.7,2.9,20.7,10.9,0.0,37.5,42.9,12.3,99.97,6.3,
25248,Franz Wagner ORL,ORL,H,10/31/2023,L,32,105.7,98.6,7.1,13.6,1.00,15.8,3.0,17.9,11.1,15.8,53.8,53.8,21.3,103.86,9.1,
25249,Jalen Brunson NYK,NYK,H,10/31/2023,W,34,122.4,93.8,28.5,10.0,0.40,8.0,0.0,11.6,6.8,20.0,46.9,52.2,31.1,94.10,10.4,
25250,Eric Gordon PHX,PHX,H,10/31/2023,L,36,123.7,116.2,7.5,23.1,1.50,25.0,0.0,5.3,3.0,16.7,71.4,71.4,22.0,99.59,9.3,
25251,Jalen Suggs ORL,ORL,H,10/31/2023,L,32,84.7,102.8,-18.1,15.8,1.00,18.8,5.7,11.8,8.7,18.8,55.0,55.0,16.7,108.61,6.9,
25252,Cole Anthony ORL,ORL,H,10/31/2023,L,18,84.2,128.2,-44.0,14.3,1.00,9.1,0.0,15.4,6.9,9.1,50.0,57.9,25.6,105.50,6.3,
25253,Yuta Watanabe PHX,PHX,H,10/31/2023,L,19,102.2,112.8,-10.6,15.4,1.00,16.7,5.9,9.5,7.9,16.7,68.8,68.8,20.0,114.89,10.1,
25254,Paul George LAC,LAC,H,10/31/2023,W,33,109.3,89.3,20.0,31.8,2.33,23.3,3.1,17.1,10.4,10.0,64.7,68.7,27.7,109.92,23.3,
25255,Miles McBride NYK,NYK,H,10/31/2023,W,4,42.9,114.3,-71.4,0.0,0.00,0.0,0.0,0.0,0.0,0.0,75.0,75.0,25.0,80.96,11.8,
25256,Amir Coffey LAC,LAC,H,10/31/2023,W,10,113.6,138.1,-24.5,0.0,0.00,0.0,0.0,0.0,0.0,50.0,0.0,0.0,7.7,100.52,-6.5,
25257,Emoni Bates CLE,CLE,H,10/31/2023,L,23,83.7,102.0,-18.4,7.1,1.00,9.1,3.8,18.5,11.3,9.1,50.0,50.7,18.5,102.41,12.4,
25258,Cedi Osman SAS,SAS,H,10/31/2023,W,19,127.5,115.4,12.1,6.3,0.00,12.5,0.0,13.3,5.3,0.0,64.3,60.5,14.6,99.88,10.2,
25259,Jordan Goodwin PHX,PHX,H,10/31/2023,L,15,93.8,91.4,2.3,0.0,0.00,0.0,12.5,12.5,12.5,12.5,42.9,42.9,21.6,108.04,4.6,
25260,Norman Powell LAC,LAC,H,10/31/2023,W,29,111.3,118.3,-7.0,14.3,1.00,17.6,0.0,11.1,5.7,17.6,75.0,76.7,20.0,101.20,10.3,
25261,Grayson Allen PHX,PHX,H,10/31/2023,L,37,110.7,126.7,-16.0,12.0,1.50,18.8,3.1,15.4,9.9,12.5,83.3,88.3,15.9,97.12,12.2,
25262,Ivica Zubac LAC,LAC,H,10/31/2023,W,23,111.5,73.6,38.0,5.9,1.00,9.1,8.3,28.0,18.4,9.1,50.0,50.7,17.2,111.09,13.9,
25263,Markelle Fultz ORL,ORL,H,10/31/2023,L,32,79.7,102.7,-23.0,5.9,0.50,7.1,2.7,12.1,7.1,14.3,54.5,52.4,16.0,109.57,7.2,
25264,Kevin Durant PHX,PHX,H,10/31/2023,L,37,115.8,111.8,3.9,33.3,1.40,21.9,0.0,4.7,2.7,15.6,65.8,65.4,29.4,97.76,14.5,
25265,Bones Hyland LAC,LAC,H,10/31/2023,W,32,98.6,86.1,12.5,15.0,3.00,15.8,0.0,0.0,0.0,5.3,57.1,57.1,20.5,106.25,7.1,
25266,Sam Merrill CLE,CLE,H,10/31/2023,L,14,107.7,111.1,-3.4,22.2,2.00,28.6,0.0,6.7,3.8,14.3,75.0,75.0,17.9,91.18,12.8,
25267,Quentin Grimes NYK,NYK,H,10/31/2023,W,22,111.1,97.7,13.4,6.3,0.00,20.0,0.0,3.4,1.9,0.0,62.5,62.5,7.7,96.51,6.0,
25268,Donovan Mitchell CLE,CLE,H,10/31/2023,L,29,101.8,123.2,-21.5,25.0,1.50,11.5,5.4,4.2,4.9,7.7,55.0,59.7,33.3,94.19,21.8,
25269,Craig Porter Jr.,CLE,H,NYK,10/31/2023,L,22,78.7,100.0,-21.3,20.0,0.67,11.8,3.8,11.1,7.5,17.6,41.7,41.7,28.8,100.65,7.1
25270,Gary Harris ORL,ORL,H,10/31/2023,L,18,121.6,112.5,9.1,15.4,0.00,25.0,0.0,12.5,6.7,0.0,80.0,71.2,15.4,104.11,12.9,
25271,Georges Niang CLE,CLE,H,10/31/2023,L,24,90.4,113.5,-23.1,6.7,0.50,6.7,0.0,13.0,5.7,13.3,45.8,45.8,25.0,103.00,2.1,
25272,Keldon Johnson SAS,SAS,H,10/31/2023,W,33,121.2,116.2,5.0,20.0,0.00,15.4,2.6,7.4,4.6,0.0,60.0,62.0,28.9,98.45,14.6,
25273,Kawhi Leonard LAC,LAC,H,10/31/2023,W,33,102.7,78.4,24.3,12.0,3.00,18.8,5.9,17.1,11.6,6.3,27.3,33.7,16.0,107.69,9.0,
25274,Julius Randle NYK,NYK,H,10/31/2023,W,31,116.9,92.1,24.9,9.5,2.00,9.1,9.7,17.1,13.9,4.5,42.9,51.6,27.0,97.91,16.8,
25275,Isaiah Hartenstein NYK,NYK,H,10/31/2023,W,23,114.6,87.8,26.8,7.1,1.00,7.7,16.7,11.5,14.0,7.7,50.0,57.4,21.4,101.88,14.2,
25276,Anthony Black ORL,ORL,H,10/31/2023,L,4,157.1,150.0,7.1,25.0,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.53,0.0,
25277,Victor Wembanyama SAS,SAS,H,10/31/2023,W,28,91.9,101.7,-9.8,6.7,0.20,5.0,9.7,17.9,13.6,25.0,58.3,63.4,27.5,102.92,11.5,
25278,Devin Vassell SAS,SAS,H,10/31/2023,W,36,107.9,109.2,-1.3,20.8,1.67,20.0,2.8,15.2,8.7,12.0,50.0,50.3,23.8,101.71,11.1,
25279,Julian Champagnie SAS,SAS,H,10/31/2023,W,3,50.0,71.4,-21.4,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,118.03,-10.0,
25280,Josh Hart NYK,NYK,H,10/31/2023,W,28,110.3,105.1,5.3,15.0,3.00,30.0,0.0,22.6,11.5,10.0,41.7,41.7,10.0,100.35,7.4,
25281,Russell Westbrook LAC,LAC,H,10/31/2023,W,33,111.0,89.0,21.9,30.4,2.33,25.9,0.0,17.6,8.7,11.1,50.0,53.3,24.1,106.52,17.2,
25282,Naz Reid MIN,MIN,H,10/30/2023,L,24,98.1,141.2,-43.1,0.0,0.00,0.0,0.0,5.6,2.1,7.7,54.2,54.2,21.0,103.14,4.6,
25283,Karl-Anthony Towns MIN,MIN,H,10/30/2023,L,36,114.7,125.3,-10.7,11.1,0.00,15.0,5.7,26.7,15.4,0.0,44.1,45.9,20.5,99.49,9.1,
25284,Buddy Hield IND,IND,H,10/30/2023,L,19,85.7,90.5,-4.8,40.0,2.00,22.2,12.0,9.1,10.6,11.1,45.8,45.8,28.6,106.30,14.4,
25285,Jae Crowder MIL,MIL,H,10/30/2023,W,25,96.5,115.8,-19.3,12.5,2.00,20.0,3.7,16.0,9.6,10.0,57.1,57.1,12.7,108.00,9.4,
25286,Cam Thomas BKN,BKN,H,10/30/2023,W,38,129.4,121.4,8.0,6.7,1.00,7.4,0.0,5.3,2.9,7.4,61.8,71.2,26.9,106.76,10.6,
25287,Jaren Jackson Jr.,MEM,H,DAL,10/30/2023,L,34,101.4,138.0,-36.6,25.0,4.00,13.8,4.8,24.1,12.7,3.4,57.5,62.6,32.1,101.19,17.1
25288,Zach LaVine CHI,CHI,H,10/30/2023,W,36,107.5,105.0,2.5,4.0,1.00,4.2,0.0,12.5,6.8,4.2,38.2,52.7,26.7,107.11,10.4,
25289,GG Jackson II,MEM,H,DAL,10/30/2023,L,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.59,0.0
25290,Gabe Vincent LAL,LAL,H,10/30/2023,W,25,109.6,90.4,19.2,11.1,0.00,22.2,0.0,0.0,0.0,0.0,64.3,64.3,12.7,101.56,7.5,
25291,Giannis Antetokounmpo MIL,MIL,H,10/30/2023,W,32,123.6,100.0,23.6,10.5,1.00,6.9,3.4,21.4,12.3,6.9,59.5,63.9,33.3,107.76,16.9,
25292,Jerome Robinson GSW,GSW,H,10/30/2023,W,5,100.0,100.0,0.0,0.0,0.00,0.0,14.3,14.3,14.3,0.0,0.0,0.0,14.3,103.23,-3.3,
25293,Lauri Markkanen UTA,UTA,H,10/30/2023,L,38,115.4,111.5,3.8,18.5,2.50,15.6,11.6,25.0,17.7,6.3,52.1,54.3,28.4,99.31,14.5,
25294,Nikola Vucevic CHI,CHI,H,10/30/2023,W,34,106.5,107.9,-1.4,15.0,3.00,12.0,15.2,31.6,23.9,4.0,52.6,55.5,26.5,107.11,19.5,
25295,OG Anunoby TOR,TOR,H,10/30/2023,L,30,100.0,105.2,-5.2,4.8,0.50,6.7,0.0,8.8,4.3,13.3,41.7,41.7,19.2,94.47,6.3,
25296,Scoot Henderson POR,POR,H,10/30/2023,W,34,98.5,95.7,2.9,31.8,1.75,28.0,0.0,8.9,5.3,16.0,33.3,40.0,24.3,95.54,4.2,
25297,Jalen Suggs ORL,ORL,H,10/30/2023,L,26,114.3,96.4,17.9,10.5,0.00,12.5,9.1,19.2,13.6,0.0,45.8,54.5,20.9,101.95,12.9,
25298,Patrick Baldwin Jr.,WAS,H,BOS,10/30/2023,L,6,150.0,107.7,42.3,20.0,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,108.76,0.0
25299,Shai Gilgeous-Alexander OKC,OKC,H,10/30/2023,W,33,118.1,95.8,22.3,22.2,0.80,11.1,3.4,20.0,13.0,13.9,50.0,59.3,41.0,104.42,23.1,
25300,Malik Beasley MIL,MIL,H,10/30/2023,W,32,102.8,113.7,-10.9,8.0,1.00,15.4,0.0,10.3,4.9,15.4,31.3,28.2,14.3,108.34,-0.7,
25301,Terry Rozier CHA,CHA,H,10/30/2023,L,41,112.4,128.4,-16.0,30.0,4.50,30.0,0.0,8.3,3.9,6.7,57.9,59.2,22.3,104.37,11.2,
25302,LeBron James LAL,LAL,H,10/30/2023,W,33,101.5,92.6,8.8,21.1,0.80,14.8,0.0,6.4,4.0,18.5,47.1,50.6,32.4,98.83,12.0,
25303,Thomas Bryant MIA,MIA,H,10/30/2023,L,22,88.0,114.3,-26.3,0.0,0.00,0.0,0.0,9.5,4.3,11.1,57.1,63.5,16.7,108.08,10.4,
25304,Bilal Coulibaly WAS,WAS,H,10/30/2023,L,28,101.7,108.3,-6.6,5.9,1.00,7.1,6.9,10.7,8.8,7.1,37.5,37.5,19.4,102.49,6.1,
25305,Collin Sexton UTA,UTA,H,10/30/2023,L,17,88.2,117.6,-29.4,0.0,0.00,0.0,0.0,0.0,0.0,9.1,60.0,60.0,26.8,96.85,6.2,
25306,Scottie Barnes TOR,TOR,H,10/30/2023,L,37,97.3,94.6,2.7,9.1,0.50,7.7,8.5,18.2,13.2,15.4,44.7,49.2,26.4,94.46,14.3,
25307,Khris Middleton MIL,MIL,H,10/30/2023,W,17,138.9,94.7,44.2,26.3,5.00,45.5,0.0,10.0,5.6,9.1,25.0,43.4,14.6,104.16,7.5,
25308,Aaron Nesmith IND,IND,H,10/30/2023,L,27,93.0,115.3,-22.3,15.8,0.00,37.5,0.0,14.8,7.0,0.0,37.5,51.2,7.7,101.92,3.8,
25309,Cody Zeller NOP,NOP,H,10/30/2023,L,5,100.0,100.0,0.0,0.0,0.00,0.0,14.3,14.3,14.3,0.0,0.0,0.0,27.3,103.23,-16.7,
25310,Marcus Smart MEM,MEM,H,10/30/2023,L,35,126.7,126.3,0.4,33.3,1.50,28.1,2.8,11.8,7.1,18.8,67.6,67.6,28.0,102.38,11.0,
25311,Dorian Finney-Smith BKN,BKN,H,10/30/2023,W,31,120.8,115.5,5.3,4.3,1.00,6.7,3.8,17.6,11.7,6.7,75.0,73.8,17.9,109.79,13.4,
25312,Goga Bitadze ORL,ORL,H,10/30/2023,L,1,175.0,40.0,135.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.15,0.0,
25313,Austin Reaves LAL,LAL,H,10/30/2023,W,31,89.4,112.3,-22.9,15.0,1.00,16.7,0.0,8.3,4.6,16.7,45.8,45.8,21.7,100.39,6.0,
25314,Tre Mann OKC,OKC,H,10/30/2023,W,2,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.69,0.0,
25315,Tyler Herro MIA,MIA,H,10/30/2023,L,43,114.1,117.4,-3.3,11.1,1.00,9.4,2.7,17.1,10.3,9.4,61.9,68.9,29.0,103.99,16.7,
25316,Daishen Nix MIN,MIN,H,10/30/2023,L,1,133.3,0.0,133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.41,0.0,
25317,Kentavious Caldwell-Pope DEN,DEN,H,10/30/2023,W,33,115.7,100.0,15.7,0.0,0.00,0.0,0.0,7.9,4.5,28.6,80.0,80.0,9.2,101.00,3.5,
25318,Talen Horton-Tucker UTA,UTA,H,10/30/2023,L,30,110.0,104.9,5.1,38.1,8.00,38.1,0.0,11.1,4.8,4.8,66.7,66.7,18.1,98.44,13.8,
25319,CJ McCollum NOP,NOP,H,10/30/2023,L,34,110.0,133.3,-23.3,23.8,0.00,18.5,5.0,10.8,7.8,0.0,38.1,41.7,27.2,101.78,9.1,
25320,Luke Kornet BOS,BOS,H,10/30/2023,W,11,78.3,131.8,-53.6,14.3,1.00,50.0,0.0,8.3,3.6,50.0,0.0,0.0,3.2,100.93,0.0,
25321,Bruce Brown IND,IND,H,10/30/2023,L,37,91.3,110.3,-19.0,5.6,0.33,6.3,4.5,12.8,8.4,18.8,62.5,62.5,16.1,102.63,9.1,
25322,Jaxson Hayes LAL,LAL,H,10/30/2023,W,10,121.7,104.5,17.2,0.0,0.00,0.0,0.0,20.0,12.5,0.0,0.0,0.0,0.0,110.20,0.0,
25323,Mouhamed Gueye ATL,ATL,H,10/30/2023,W,1,0.0,133.3,-133.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.41,0.0,
25324,Luka Doncic DAL,DAL,H,10/30/2023,W,40,123.3,116.3,7.0,48.0,2.00,26.7,0.0,27.9,14.6,13.3,63.6,66.3,35.5,103.20,19.0,
25325,Eugene Omoruyi WAS,WAS,H,10/30/2023,L,12,133.3,72.0,61.3,25.0,0.00,12.5,25.0,16.7,20.0,0.0,110.0,103.6,24.1,98.00,50.6,
25326,Lester Quinones GSW,GSW,H,10/30/2023,W,5,100.0,100.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,25.0,83.3,83.3,28.6,103.23,20.0,
25327,Mikal Bridges BKN,BKN,H,10/30/2023,W,38,133.3,121.4,11.9,13.3,0.80,17.4,3.4,15.8,10.4,21.7,80.8,83.8,20.9,106.83,11.8,
25328,Nikola Jokic DEN,DEN,H,10/30/2023,W,35,114.9,97.3,17.6,44.0,11.00,36.7,3.4,22.0,14.3,3.3,78.1,74.2,23.8,100.83,26.4,
25329,Chris Paul GSW,GSW,H,10/30/2023,W,25,129.6,100.0,29.6,21.7,5.00,31.3,0.0,19.4,10.7,6.3,65.0,65.0,16.4,101.84,19.4,
25330,Lamar Stevens BOS,BOS,H,10/30/2023,W,6,107.7,150.0,-42.3,0.0,0.00,0.0,50.0,0.0,22.2,60.0,125.0,125.0,33.3,108.76,6.1,
25331,Jevon Carter CHI,CHI,H,10/30/2023,W,18,105.4,94.6,10.8,22.2,0.67,16.7,0.0,5.6,2.6,25.0,78.6,78.6,22.2,100.81,15.0,
25332,Jalen Johnson ATL,ATL,H,10/30/2023,W,33,126.5,97.1,29.4,10.3,1.50,25.0,3.6,10.5,7.6,16.7,78.6,80.6,12.5,99.34,9.9,
25333,Torrey Craig CHI,CHI,H,10/30/2023,W,20,92.7,82.5,10.2,8.3,0.50,16.7,4.3,13.6,8.9,33.3,83.3,83.3,10.2,98.10,10.3,
25334,Onyeka Okongwu ATL,ATL,H,10/30/2023,W,24,142.9,96.0,46.9,13.0,0.00,37.5,10.5,18.5,15.2,0.0,100,105.0,9.6,97.98,16.7,
25335,Jaylen Brown BOS,BOS,H,10/30/2023,W,32,142.0,94.3,47.7,7.4,0.00,7.4,0.0,17.1,9.4,0.0,70.8,69.9,31.6,105.79,19.0,
25336,Duncan Robinson MIA,MIA,H,10/30/2023,L,22,116.3,118.4,-2.0,6.7,0.00,9.1,5.3,0.0,2.5,0.0,75.0,75.0,18.9,106.99,7.5,
25337,Mark Williams CHA,CHA,H,10/30/2023,L,23,109.6,123.1,-13.5,6.3,1.00,9.1,4.5,30.0,16.7,9.1,100,101.4,18.2,107.51,18.5,
25338,Gordon Hayward CHA,CHA,H,10/30/2023,L,31,118.6,130.0,-11.4,17.9,0.00,31.3,0.0,0.0,0.0,0.0,63.6,65.6,15.1,107.46,7.7,
25339,Luka Garza MIN,MIN,H,10/30/2023,L,1,133.3,0.0,133.3,0.0,0.00,0.0,0.0,50.0,50.0,0.0,100,100,33.3,101.41,85.7,
25340,Zeke Nnaji DEN,DEN,H,10/30/2023,W,13,96.2,111.1,-15.0,0.0,0.00,0.0,7.7,11.1,9.7,0.0,100,90.4,10.7,99.58,16.7,
25341,Larry Nance Jr.,NOP,H,GSW,10/30/2023,L,17,102.6,118.4,-15.8,15.4,0.67,28.6,10.5,18.8,14.3,42.9,125.0,125.0,11.9,107.53,7.7
25342,De'Andre Hunter ATL,ATL,H,10/30/2023,W,30,123.1,120.6,2.4,8.0,0.00,15.4,0.0,13.8,7.4,0.0,75.0,73.5,15.7,101.22,11.3,
