,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
15366,Alperen Sengun HOU,HOU,H,01/05/2024,L,33,97.1,118.6,-21.5,5.9,0.50,4.8,2.9,13.8,7.8,9.5,47.1,51.9,27.4,100.08,7.1,
15367,Shake Milton MIN,MIN,H,01/05/2024,W,4,90.9,100.0,-9.1,0.0,0.00,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.7,145.38,-19.4,
15368,Anthony Edwards MIN,MIN,H,01/05/2024,W,33,120.0,100.0,20.0,23.8,1.00,17.2,0.0,8.6,4.7,17.2,52.9,61.1,32.9,95.12,13.5,
15369,Omer Yurtseven UTA,UTA,H,01/05/2024,L,12,81.5,70.4,11.1,0.0,0.00,0.0,15.0,21.1,17.9,16.7,0.0,0.0,17.6,108.00,-10.9,
15370,Keita Bates-Diop PHX,PHX,H,01/05/2024,W,19,86.8,111.4,-24.6,0.0,0.00,0.0,3.7,20.0,9.5,0.0,0.0,0.0,13.3,94.28,-0.9,
15371,Jalen Brunson NYK,NYK,H,01/05/2024,W,32,121.7,100.0,21.7,11.8,0.00,8.7,0.0,8.6,4.5,0.0,65.0,68.0,27.3,103.02,18.5,
15372,Chris Duarte SAC,SAC,H,01/05/2024,W,16,124.3,115.8,8.5,6.7,1.00,12.5,0.0,0.0,0.0,12.5,83.3,83.3,14.6,109.62,7.2,
15373,Aaron Nesmith IND,IND,H,01/05/2024,W,22,148.0,98.0,50.0,12.5,1.50,18.8,0.0,6.1,4.3,12.5,68.2,68.2,24.5,107.87,9.6,
15374,Jaren Jackson Jr.,MEM,A,LAL,01/05/2024,W,30,134.4,126.9,7.5,5.6,0.33,5.0,0.0,29.0,17.0,15.0,96.4,98.4,28.4,106.58,17.8
15375,Nickeil Alexander-Walker MIN,MIN,H,01/05/2024,W,18,123.1,81.6,41.5,23.1,0.00,30.0,5.9,9.1,7.7,0.0,83.3,79.9,16.3,105.40,19.2,
15376,Luguentz Dort OKC,OKC,H,01/05/2024,L,29,116.4,122.6,-6.2,12.5,3.00,25.0,8.7,5.9,7.0,8.3,75.0,75.0,13.6,103.60,10.5,
15377,Dorian Finney-Smith BKN,BKN,H,01/05/2024,W,22,124.5,112.2,12.2,11.1,0.00,25.0,5.6,11.8,8.6,0.0,75.0,75.0,11.3,109.20,7.4,
15378,Olivier-Maxence Prosper DAL,DAL,H,01/05/2024,W,14,124.2,118.2,6.1,25.0,0.00,30.0,8.3,26.3,19.4,0.0,57.1,57.1,19.4,114.87,11.6,
15379,Dennis Schroder TOR,TOR,H,01/05/2024,L,32,134.3,118.8,15.4,10.7,0.00,18.8,4.2,3.0,3.5,0.0,63.6,68.2,17.1,104.58,10.9,
15380,T.J. McConnell IND,IND,H,01/05/2024,W,23,136.0,116.0,20.0,47.6,10.00,58.8,10.5,5.3,7.9,5.9,83.3,83.3,12.5,105.26,17.6,
15381,Nick Smith Jr.,CHA,A,CHI,01/05/2024,L,16,74.2,97.0,-22.8,0.0,0.00,0.0,0.0,13.3,6.5,14.3,83.3,83.3,21.2,96.00,25.0
15382,Dean Wade CLE,CLE,H,01/05/2024,W,22,129.5,84.1,45.5,5.3,0.00,20.0,0.0,26.3,15.2,0.0,75.0,75.0,7.8,97.70,13.8,
15383,Trey Lyles SAC,SAC,H,01/05/2024,W,15,145.5,142.4,3.0,6.7,0.00,14.3,0.0,27.3,12.0,0.0,100,100,17.1,103.90,12.5,
15384,Walker Kessler UTA,UTA,H,01/05/2024,L,14,103.0,118.8,-15.7,0.0,0.00,0.0,5.6,46.2,22.6,0.0,66.7,66.7,7.7,110.77,9.7,
15385,Garrison Mathews ATL,ATL,H,01/05/2024,L,20,104.5,125.0,-20.5,16.7,2.00,33.3,6.3,12.5,9.4,16.7,100,100,8.3,108.59,8.1,
15386,Donte DiVincenzo NYK,NYK,H,01/05/2024,W,17,111.1,127.0,-15.9,37.5,1.50,25.0,7.1,7.1,7.1,16.7,100,101.7,23.7,104.91,13.9,
15387,Reggie Bullock Jr.,HOU,H,MIN,01/05/2024,L,8,94.4,122.2,-27.8,0.0,0.00,0.0,0.0,12.5,5.3,0.0,62.5,62.5,20.0,108.23,8.3
15388,Kelly Oubre Jr.,PHI,H,NYK,01/05/2024,L,31,101.4,132.4,-30.9,5.6,0.33,6.3,5.9,17.9,11.3,18.8,62.5,62.5,19.5,106.12,8.4
15389,Jeff Green HOU,HOU,H,01/05/2024,L,21,78.3,112.8,-34.5,0.0,0.00,0.0,3.6,0.0,2.0,0.0,50.0,50.0,7.7,107.14,0.6,
15390,Rudy Gobert MIN,MIN,H,01/05/2024,W,33,130.3,98.5,31.8,3.6,1.00,10.0,12.0,25.0,19.7,10.0,85.7,78.1,12.5,95.37,14.7,
15391,Jusuf Nurkic PHX,PHX,H,01/05/2024,W,26,127.8,90.6,37.2,7.7,0.00,25.0,5.6,25.0,18.0,0.0,50.0,50.0,10.3,97.64,10.3,
15392,RJ Barrett TOR,TOR,H,01/05/2024,L,27,115.3,142.6,-27.4,10.0,0.00,16.7,4.0,10.0,7.3,0.0,62.5,71.7,15.6,105.82,9.5,
15393,Trent Forrest ATL,ATL,H,01/05/2024,L,14,91.4,126.5,-35.0,20.0,1.00,22.2,0.0,25.0,8.7,22.2,50.0,61.5,17.9,115.13,8.9,
15394,Jordan Nwora IND,IND,H,01/05/2024,W,10,127.3,109.1,18.2,22.2,2.00,28.6,0.0,14.3,6.3,14.3,83.3,90.2,20.0,107.76,12.7,
15395,Kyrie Irving DAL,DAL,H,01/05/2024,W,29,128.8,87.9,40.9,19.2,5.00,20.8,0.0,27.3,14.8,4.2,63.9,65.1,25.7,109.59,22.9,
15396,Miles McBride NYK,NYK,H,01/05/2024,W,15,140.0,73.3,66.7,40.0,0.00,30.8,0.0,6.7,3.3,0.0,75.0,80.5,24.3,96.21,24.6,
15397,Cason Wallace OKC,OKC,H,01/05/2024,L,24,113.7,131.3,-17.5,0.0,0.00,0.0,5.3,4.5,4.9,0.0,57.1,57.1,13.0,101.30,4.8,
15398,Jonathan Kuminga GSW,GSW,H,01/05/2024,W,36,120.5,97.3,23.3,4.2,0.25,7.1,0.0,14.3,7.9,28.6,50.0,59.0,15.5,98.99,5.9,
15399,Derrick Jones Jr.,DAL,H,POR,01/05/2024,W,21,126.1,87.0,39.1,0.0,0.00,0.0,0.0,13.0,7.3,33.3,100,100,18.0,107.79,10.2
15400,John Collins UTA,UTA,H,01/05/2024,L,22,78.8,135.3,-56.4,25.0,1.00,15.4,0.0,50.0,21.2,15.4,62.5,64.4,19.3,112.79,16.3,
15401,Christian Braun DEN,DEN,H,01/05/2024,L,16,103.0,112.5,-9.5,0.0,0.00,0.0,5.0,21.4,11.8,16.7,62.5,61.5,14.0,95.51,13.1,
15402,Deni Avdija WAS,WAS,H,01/05/2024,L,26,91.1,135.2,-44.1,26.7,1.33,25.0,0.0,27.8,11.9,18.8,62.5,66.6,20.0,102.06,11.2,
15403,Dwight Powell DAL,DAL,H,01/05/2024,W,26,137.5,78.9,58.6,10.0,1.50,27.3,8.7,23.3,17.0,18.2,50.0,52.1,12.5,105.39,10.8,
15404,Troy Brown Jr.,MIN,A,HOU,01/05/2024,W,4,90.9,100.0,-9.1,50.0,0.00,33.3,0.0,16.7,9.1,0.0,75.0,75.0,16.7,145.38,25.8
15405,Caris LeVert CLE,CLE,H,01/05/2024,W,28,117.5,94.7,22.8,55.0,5.50,50.0,0.0,12.5,6.8,9.1,50.0,62.8,16.4,99.61,21.0,
15406,Kevin Love MIA,MIA,H,01/05/2024,L,20,115.8,120.5,-4.7,28.6,1.00,12.5,15.8,16.0,15.9,12.5,83.3,85.9,31.1,92.09,23.8,
15407,Max Strus CLE,CLE,H,01/05/2024,W,30,114.5,96.8,17.7,14.3,1.00,25.0,0.0,17.9,8.9,25.0,75.0,75.0,12.7,99.50,8.9,
15408,Jayson Tatum BOS,BOS,H,01/05/2024,W,25,133.9,75.0,58.9,29.4,5.00,20.8,0.0,25.7,16.4,4.2,70.8,82.6,30.2,115.94,33.3,
15409,Andre Drummond CHI,CHI,H,01/05/2024,W,23,113.6,95.5,18.2,0.0,0.00,0.0,15.0,30.4,23.3,20.0,42.9,44.4,20.4,91.49,12.6,
15410,Ayo Dosunmu CHI,CHI,H,01/05/2024,W,40,114.3,94.9,19.4,12.9,0.00,30.8,0.0,10.9,6.8,0.0,66.7,66.7,11.1,92.65,11.3,
15411,Georges Niang CLE,CLE,H,01/05/2024,W,25,100.0,92.6,7.4,7.1,1.00,9.1,0.0,29.0,17.3,9.1,77.8,77.8,17.2,103.97,17.9,
15412,Cam Thomas BKN,BKN,H,01/05/2024,W,24,115.7,103.9,11.8,0.0,0.00,0.0,0.0,8.7,4.0,5.9,53.6,58.6,26.6,100.51,13.0,
15413,Bennedict Mathurin IND,IND,H,01/05/2024,W,18,142.1,113.2,28.9,26.7,0.00,26.7,8.3,11.1,10.0,0.0,77.8,83.6,26.2,104.13,22.3,
15414,Josh Giddey OKC,OKC,H,01/05/2024,L,24,108.0,124.5,-16.5,31.3,2.50,27.8,0.0,32.0,17.8,11.1,55.6,60.4,24.5,100.66,17.7,
15415,Chris Boucher TOR,TOR,H,01/05/2024,L,28,123.7,116.1,7.6,4.3,0.00,8.3,13.0,20.0,17.0,0.0,61.1,62.5,16.9,104.88,11.9,
15416,Michael Porter Jr.,DEN,H,ORL,01/05/2024,L,31,122.9,117.6,5.2,4.0,0.00,6.7,0.0,10.3,5.4,0.0,78.6,78.6,18.2,107.01,13.7
15417,Tristan Thompson CLE,CLE,H,01/05/2024,W,17,125.0,97.1,27.9,16.7,1.00,20.0,13.3,11.8,12.5,20.0,80.0,68.0,21.1,94.02,3.2,
15418,Norman Powell LAC,LAC,H,01/05/2024,W,25,135.4,59.2,76.2,9.5,0.00,13.3,0.0,8.6,5.2,0.0,50.0,50.0,23.2,93.12,10.7,
15419,Tyrese Haliburton IND,IND,H,01/05/2024,W,25,143.9,101.8,42.1,60.0,9.00,69.2,6.3,19.4,15.4,7.7,83.3,83.3,13.1,108.57,22.4,
15420,Corey Kispert WAS,WAS,H,01/05/2024,L,20,95.3,111.6,-16.3,9.1,0.50,6.7,0.0,5.3,2.4,13.3,54.2,54.2,29.8,102.52,6.8,
15421,Cade Cunningham DET,DET,H,01/05/2024,L,36,97.3,106.7,-9.3,17.6,1.50,10.7,0.0,15.6,6.5,7.1,61.4,64.3,28.7,101.46,20.4,
15422,Brandin Podziemski GSW,GSW,H,01/05/2024,W,25,113.2,118.9,-5.7,33.3,5.00,35.7,8.7,10.7,9.8,7.1,71.4,66.1,14.5,103.27,13.3,
15423,Sam Hauser BOS,BOS,H,01/05/2024,W,24,114.0,78.4,35.6,7.7,0.00,9.1,3.4,11.8,7.9,0.0,65.0,65.0,17.9,103.22,17.5,
15424,Reggie Jackson DEN,DEN,H,01/05/2024,L,17,114.3,111.4,2.9,27.3,3.00,18.8,5.3,13.3,8.8,6.3,45.8,45.8,29.5,97.11,16.0,
15425,KJ Martin PHI,PHI,H,01/05/2024,L,7,73.3,153.3,-80.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.18,-6.0,
15426,Kristaps Porzingis BOS,BOS,H,01/05/2024,W,27,125.4,95.3,30.1,10.0,2.00,12.5,0.0,13.2,8.2,6.3,64.3,77.4,21.2,113.31,13.2,
15427,Harrison Barnes SAC,SAC,H,01/05/2024,W,34,120.3,116.0,4.3,6.9,2.00,12.5,7.5,3.1,5.6,6.3,62.5,62.1,15.6,105.44,5.6,
15428,Bojan Bogdanovic DET,DET,H,01/05/2024,L,36,101.3,115.3,-13.9,11.1,3.00,13.0,4.7,8.6,6.4,4.3,31.6,31.6,22.7,98.98,4.4,
15429,Grayson Allen PHX,PHX,H,01/05/2024,W,37,117.6,100.0,17.6,16.0,2.00,16.0,3.1,7.5,5.6,8.0,81.6,81.6,26.6,95.84,15.3,
15430,Dyson Daniels NOP,NOP,H,01/05/2024,L,26,100.0,112.0,-12.0,17.6,0.00,37.5,0.0,15.8,5.8,0.0,25.0,20.5,8.2,91.60,6.6,
15431,Jarred Vanderbilt LAL,LAL,H,01/05/2024,L,17,108.1,102.8,5.3,7.1,0.00,100.0,11.1,22.2,18.5,0.0,0.0,0.0,0.0,104.70,7.3,
15432,Coby White CHI,CHI,H,01/05/2024,W,40,106.6,106.6,0.0,27.3,1.20,23.1,3.0,20.0,12.8,19.2,70.8,75.1,24.7,91.58,17.5,
15433,Nikola Vucevic CHI,CHI,H,01/05/2024,W,25,105.9,98.0,7.9,16.7,3.00,18.8,0.0,21.9,14.3,6.3,45.8,45.8,25.5,97.28,10.1,
15434,Jaylen Brown BOS,BOS,H,01/05/2024,W,27,125.4,95.3,30.1,26.3,1.67,23.8,0.0,7.9,4.9,14.3,50.0,50.5,24.2,113.31,7.2,
15435,Kentavious Caldwell-Pope DEN,DEN,H,01/05/2024,L,29,119.4,121.9,-2.5,6.5,0.67,18.2,4.0,6.9,5.6,27.3,25.0,52.1,12.3,108.35,3.2,
15436,Spencer Dinwiddie BKN,BKN,H,01/05/2024,W,33,110.1,118.6,-8.4,23.5,2.00,19.0,0.0,11.1,4.9,9.5,70.8,78.6,21.5,100.99,15.3,
15437,Larry Nance Jr.,NOP,H,LAC,01/05/2024,L,19,77.5,140.5,-63.0,28.6,0.00,25.0,11.5,23.1,15.4,0.0,58.3,58.3,13.3,97.78,12.8
15438,Shai Gilgeous-Alexander OKC,OKC,H,01/05/2024,L,36,108.9,123.1,-14.2,28.6,3.00,18.2,2.8,22.9,12.7,6.1,63.2,66.4,31.0,105.45,18.2,
15439,Thomas Bryant MIA,MIA,H,01/05/2024,L,2,125.0,0.0,125.0,0.0,0.00,0.0,0.0,66.7,40.0,0.0,0.0,0.0,0.0,100.17,400.0,
15440,Moses Moody GSW,GSW,H,01/05/2024,W,6,80.0,109.1,-29.1,0.0,0.00,0.0,0.0,20.0,7.7,0.0,0.0,0.0,18.2,90.27,-12.1,
15441,Immanuel Quickley TOR,TOR,H,01/05/2024,L,38,122.0,125.6,-3.7,26.7,2.67,27.6,0.0,12.8,6.8,10.3,47.1,53.3,22.6,104.94,10.0,
15442,Collin Sexton UTA,UTA,H,01/05/2024,L,21,100.0,126.0,-26.0,20.0,1.00,15.8,0.0,6.3,2.3,15.8,41.7,48.8,28.1,117.26,8.3,
15443,Jaden Ivey DET,DET,H,01/05/2024,L,24,117.0,116.7,0.4,16.7,0.75,17.6,8.7,8.7,8.7,23.5,60.0,60.0,25.9,95.38,3.9,
15444,Ja Morant MEM,MEM,H,01/05/2024,W,35,122.7,104.1,18.6,26.9,3.50,25.0,6.5,13.5,10.3,7.1,50.0,54.7,25.0,103.30,12.0,
15445,Marcus Sasser DET,DET,H,01/05/2024,L,6,123.1,85.7,37.4,28.6,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.65,3.6,
15446,Bam Adebayo MIA,MIA,H,01/05/2024,L,36,94.4,113.7,-19.3,7.7,1.00,4.3,4.9,26.7,14.1,4.3,57.9,63.4,27.5,95.73,17.7,
15447,Nicolas Batum PHI,PHI,H,01/05/2024,L,21,108.9,117.0,-8.1,5.9,0.50,20.0,4.5,13.6,9.1,40.0,0.0,0.0,8.2,103.82,-1.0,
15448,Dalano Banton BOS,BOS,H,01/05/2024,W,6,85.7,60.0,25.7,33.3,0.00,20.0,0.0,11.1,5.3,0.0,50.0,66.5,23.5,118.30,32.0,
15449,OG Anunoby NYK,NYK,H,01/05/2024,W,37,122.5,97.5,25.0,0.0,0.00,0.0,2.9,2.6,2.7,0.0,31.8,43.1,14.3,102.81,1.6,
15450,De'Aaron Fox SAC,SAC,H,01/05/2024,W,38,126.2,127.4,-1.2,13.3,2.00,14.8,2.6,2.9,2.8,7.4,52.5,56.3,23.5,107.57,8.1,
15451,Shaedon Sharpe POR,POR,H,01/05/2024,L,24,101.9,122.6,-20.8,12.5,1.00,9.5,3.6,18.2,10.0,9.5,36.7,44.7,30.2,107.42,7.7,
15452,Alec Burks DET,DET,H,01/05/2024,L,21,134.7,116.3,18.4,10.0,1.00,11.1,4.3,16.7,9.8,11.1,46.4,46.4,28.1,110.08,5.4,
15453,Jonas Valanciunas NOP,NOP,H,01/05/2024,L,23,97.7,114.0,-16.3,11.1,0.33,6.3,15.4,29.2,22.0,18.8,54.2,54.2,29.4,91.26,16.4,
15454,Saben Lee PHX,PHX,H,01/05/2024,W,2,0.0,125.0,-125.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.17,-200.0,
15455,Duop Reath POR,POR,H,01/05/2024,L,27,94.9,124.1,-29.2,15.4,0.67,11.1,12.9,12.5,12.7,16.7,62.5,62.1,24.6,104.45,8.6,
15456,Anthony Davis LAL,LAL,H,01/05/2024,L,41,118.0,132.2,-14.2,15.4,1.00,12.1,7.3,10.0,8.5,12.1,59.1,61.8,29.9,103.11,9.8,
15457,Jared Butler WAS,WAS,H,01/05/2024,L,5,133.3,130.0,3.3,50.0,0.00,50.0,0.0,0.0,0.0,0.0,50.0,50.0,15.4,84.44,17.9,
15458,Cole Swider MIA,MIA,H,01/05/2024,L,2,125.0,0.0,125.0,0.0,0.00,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.7,100.17,-200.0,
15459,Derrick White BOS,BOS,H,01/05/2024,W,26,125.8,95.2,30.6,14.3,0.00,23.1,0.0,18.4,11.7,0.0,44.4,50.6,15.4,113.59,10.3,
15460,Sandro Mamukelashvili SAS,SAS,H,01/04/2024,L,3,140.0,160.0,-20.0,66.7,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.55,11.1,
15461,Damian Lillard MIL,MIL,H,01/04/2024,W,39,128.6,115.5,13.1,30.3,0.00,32.3,2.7,7.5,5.2,0.0,55.3,60.2,22.6,104.64,13.4,
15462,Stephen Curry GSW,GSW,H,01/04/2024,L,35,138.0,141.4,-3.4,23.1,3.00,18.8,0.0,15.4,7.0,6.3,58.7,61.7,32.5,97.85,13.2,
15463,Cedi Osman SAS,SAS,H,01/04/2024,L,28,137.9,120.7,17.2,19.2,5.00,35.7,0.0,8.0,4.3,7.1,78.6,78.1,14.1,98.90,9.8,
15464,Jamal Murray DEN,DEN,H,01/04/2024,W,32,157.4,135.9,21.4,22.2,0.00,24.0,0.0,7.1,4.1,0.0,53.1,62.6,28.4,93.60,11.8,
15465,Christian Braun DEN,DEN,H,01/04/2024,W,19,108.1,118.4,-10.3,7.1,1.00,16.7,0.0,0.0,0.0,16.7,25.0,25.0,11.6,97.45,-3.0,
15466,Jeremy Sochan SAS,SAS,H,01/04/2024,L,33,97.3,114.7,-17.4,21.7,5.00,27.8,5.0,18.2,11.0,5.6,31.8,37.9,15.7,109.73,9.3,
15467,Jonathan Kuminga GSW,GSW,H,01/04/2024,L,19,160.5,141.0,19.5,23.5,4.00,26.7,7.7,21.4,14.8,6.7,71.4,79.4,27.5,97.52,14.4,
15468,Zeke Nnaji DEN,DEN,H,01/04/2024,W,6,83.3,118.2,-34.8,33.3,0.00,50.0,14.3,40.0,25.0,0.0,100,100,7.1,89.51,26.8,
15469,Dario Saric GSW,GSW,H,01/04/2024,L,23,120.0,115.9,4.1,37.5,3.00,37.5,4.8,30.0,17.1,12.5,78.6,82.5,18.9,94.07,22.1,
15470,Dominick Barlow SAS,SAS,H,01/04/2024,L,15,134.4,126.7,7.7,26.7,0.00,57.1,0.0,6.7,3.8,0.0,100,100,8.8,100.65,13.6,
15471,Aaron Gordon DEN,DEN,H,01/04/2024,W,35,145.1,136.6,8.5,7.4,0.00,9.1,19.2,12.9,15.8,0.0,70.6,74.7,25.3,96.83,14.9,
15472,Peyton Watson DEN,DEN,H,01/04/2024,W,19,127.8,102.6,25.1,0.0,0.00,0.0,6.3,23.5,15.2,0.0,70.0,75.2,31.7,92.48,21.9,
15473,Kevon Looney GSW,GSW,H,01/04/2024,L,22,152.3,153.3,-1.1,13.6,0.00,42.9,11.1,12.5,11.8,0.0,75.0,78.8,8.2,95.60,4.9,
15474,Chris Paul GSW,GSW,H,01/04/2024,L,30,135.0,135.1,-0.1,21.4,0.00,46.2,4.5,13.6,9.1,0.0,64.3,60.5,10.4,92.91,7.8,
15475,Pat Connaughton MIL,MIL,H,01/04/2024,W,28,117.7,116.7,1.1,0.0,0.00,0.0,3.4,16.1,10.0,37.5,75.0,71.7,11.3,103.34,5.7,
15476,Devin Vassell SAS,SAS,H,01/04/2024,L,35,111.8,123.4,-11.5,21.1,0.00,16.0,2.7,15.6,8.7,0.0,81.0,81.0,24.7,105.48,21.1,
15477,Cameron Payne MIL,MIL,H,01/04/2024,W,15,106.5,119.4,-12.9,30.8,0.00,44.4,0.0,6.7,3.8,0.0,0.0,48.1,14.7,97.15,9.2,
15478,Blake Wesley SAS,SAS,H,01/04/2024,L,15,140.0,120.0,20.0,6.3,0.00,50.0,0.0,7.1,3.7,0.0,0.0,0.0,3.1,96.43,-2.4,
15479,Brandin Podziemski GSW,GSW,H,01/04/2024,L,28,121.1,126.8,-5.7,21.7,0.00,33.3,0.0,7.4,3.6,0.0,65.0,65.0,14.9,95.97,10.7,
15480,Brook Lopez MIL,MIL,H,01/04/2024,W,33,123.0,112.2,10.8,3.1,0.25,6.7,0.0,11.1,6.6,26.7,45.0,45.0,17.9,106.88,0.9,
15481,Julian Strawther DEN,DEN,H,01/04/2024,W,9,94.1,122.2,-28.1,16.7,0.00,50.0,11.1,0.0,6.3,0.0,0.0,0.0,5.0,90.32,4.4,
15482,Reggie Jackson DEN,DEN,H,01/04/2024,W,16,103.0,125.0,-22.0,25.0,3.00,30.0,0.0,0.0,0.0,10.0,16.7,16.7,17.9,97.81,-1.5,
15483,Klay Thompson GSW,GSW,H,01/04/2024,L,35,134.8,147.8,-13.0,10.7,0.00,14.3,0.0,12.5,5.8,0.0,61.1,63.6,23.4,94.27,10.5,
15484,MarJon Beauchamp MIL,MIL,H,01/04/2024,W,17,111.1,130.6,-19.4,0.0,0.00,0.0,9.5,6.7,8.3,11.1,50.0,50.0,20.9,99.88,3.2,
15485,Tre Jones SAS,SAS,H,01/04/2024,L,35,106.3,117.7,-11.4,24.0,2.00,25.0,5.3,9.4,7.1,12.5,53.8,61.0,20.2,107.81,10.6,
15486,Bobby Portis MIL,MIL,H,01/04/2024,W,21,106.8,127.9,-21.1,0.0,0.00,0.0,4.2,17.6,9.8,22.2,33.3,36.3,17.6,100.71,-0.9,
15487,Giannis Antetokounmpo MIL,MIL,H,01/04/2024,W,40,123.3,110.5,12.8,29.2,7.00,18.9,7.5,25.6,16.9,2.7,71.4,71.8,30.9,104.51,25.4,
15488,Keldon Johnson SAS,SAS,H,01/04/2024,L,30,125.8,112.7,13.1,4.0,1.00,5.0,7.4,26.7,17.5,5.0,35.3,39.1,28.4,100.11,6.8,
15489,Julian Champagnie SAS,SAS,H,01/04/2024,L,21,110.2,118.8,-8.5,9.5,0.00,33.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,111.39,-0.9,
15490,Andre Jackson Jr.,MIL,A,SAS,01/04/2024,W,5,122.2,160.0,-37.8,0.0,0.00,0.0,0.0,33.3,14.3,0.0,0.0,0.0,0.0,91.60,0.0
15491,Trayce Jackson-Davis GSW,GSW,H,01/04/2024,L,21,113.6,119.0,-5.4,11.1,1.00,25.0,9.5,0.0,5.0,25.0,50.0,50.0,11.5,100.52,-1.1,
15492,Khris Middleton MIL,MIL,H,01/04/2024,W,16,131.4,108.3,23.1,35.7,5.00,35.7,0.0,20.0,11.1,7.1,75.0,75.0,25.0,110.05,18.2,
15493,Nikola Jokic DEN,DEN,H,01/04/2024,W,38,144.2,135.4,8.7,35.7,2.50,30.3,7.1,20.0,14.3,12.1,87.5,89.1,26.7,97.46,20.1,
15494,Victor Wembanyama SAS,SAS,H,01/04/2024,L,26,96.8,116.4,-19.6,9.1,0.20,3.8,9.4,22.2,15.3,19.2,61.1,65.4,36.2,112.74,16.3,
15495,Andrew Wiggins GSW,GSW,H,01/04/2024,L,27,110.7,140.7,-30.0,0.0,0.00,0.0,7.4,4.5,6.1,9.1,55.0,55.0,17.2,96.82,4.3,
15496,Kentavious Caldwell-Pope DEN,DEN,H,01/04/2024,W,35,145.7,138.0,7.7,11.8,4.00,30.8,3.8,6.5,5.3,7.7,50.0,50.0,11.5,97.33,5.4,
15497,Michael Porter Jr.,DEN,A,GSW,01/04/2024,W,31,150.8,145.0,5.8,0.0,0.00,0.0,0.0,15.4,8.5,0.0,66.7,66.7,8.8,95.28,3.4
15498,Malik Beasley MIL,MIL,H,01/04/2024,W,27,112.9,104.8,8.1,0.0,0.00,0.0,0.0,6.7,3.8,25.0,83.3,83.3,12.3,112.83,6.2,
15499,Jaime Jaquez Jr.,MIA,A,LAL,01/03/2024,W,39,120.0,89.7,30.3,25.8,4.00,33.3,0.0,0.0,0.0,8.3,57.1,57.1,16.8,105.71,9.1
15500,Luguentz Dort OKC,OKC,H,01/03/2024,L,29,129.2,114.1,15.2,11.1,0.00,23.1,11.5,2.8,6.5,0.0,57.1,72.6,13.7,106.55,8.3,
15501,Isaiah Hartenstein NYK,NYK,H,01/03/2024,W,37,128.9,88.0,40.9,2.8,0.50,10.0,20.6,28.9,25.3,20.0,66.7,68.3,10.0,99.09,13.9,
15502,Norman Powell LAC,LAC,H,01/03/2024,W,26,113.2,128.8,-15.6,7.1,0.33,8.3,0.0,9.5,4.5,25.0,81.3,81.3,17.7,95.35,8.3,
15503,Chimezie Metu PHX,PHX,H,01/03/2024,L,15,116.7,160.7,-44.0,18.2,2.00,22.2,7.7,20.0,13.0,11.1,58.3,58.3,20.6,95.56,11.2,
15504,Franz Wagner ORL,ORL,H,01/03/2024,L,5,127.3,136.4,-9.1,33.3,0.00,20.0,0.0,33.3,20.0,0.0,62.5,67.6,33.3,100.57,21.5,
15505,Jaylin Williams OKC,OKC,H,01/03/2024,L,15,120.6,154.5,-34.0,14.3,0.00,50.0,0.0,30.0,11.5,0.0,75.0,75.0,5.6,107.08,5.2,
15506,Josh Okogie PHX,PHX,H,01/03/2024,L,16,141.4,106.7,34.7,7.1,1.00,20.0,7.7,7.1,7.4,20.0,83.3,83.3,11.8,89.17,6.0,
15507,Myles Turner IND,IND,H,01/03/2024,W,30,143.3,120.9,22.4,7.1,1.00,13.3,0.0,20.6,12.5,13.3,72.2,69.7,17.8,106.61,8.1,
15508,Walker Kessler UTA,UTA,H,01/03/2024,W,29,131.7,108.5,23.2,4.5,0.00,14.3,11.1,13.2,12.3,0.0,66.7,66.7,8.8,97.29,10.4,
15509,Jarred Vanderbilt LAL,LAL,H,01/03/2024,L,16,77.1,97.1,-19.9,0.0,0.00,0.0,0.0,10.5,5.6,40.0,66.7,66.7,12.2,106.62,6.1,
15510,Cason Wallace OKC,OKC,H,01/03/2024,L,20,115.9,152.3,-36.4,15.4,0.00,16.7,0.0,7.7,3.1,0.0,72.2,75.9,22.2,106.17,10.6,
15511,Matisse Thybulle POR,POR,H,01/03/2024,L,23,103.8,105.6,-1.8,6.3,0.00,14.3,0.0,6.9,3.8,0.0,100,100,10.7,109.82,10.5,
15512,Chet Holmgren OKC,OKC,H,01/03/2024,L,25,130.9,130.4,0.6,5.0,0.25,7.1,0.0,12.0,6.5,28.6,66.7,66.7,21.3,108.44,5.2,
15513,Mike Muscala WAS,WAS,H,01/03/2024,L,21,95.3,143.2,-47.8,27.3,0.00,25.0,7.1,8.0,7.5,0.0,66.7,66.7,18.8,99.90,12.7,
15514,Jordan Clarkson UTA,UTA,H,01/03/2024,W,38,131.3,122.0,9.3,12.5,0.60,9.1,2.9,11.1,7.6,15.2,65.0,72.5,33.3,102.41,16.3,
