,Date,Team,Location,Opponent,Result
163,2024-3-29,CLE,H,PHI,W
164,2024-3-29,CHA,H,GSW,L
165,2024-3-29,WAS,H,DET,L
166,2024-3-29,SAS,H,NYK,W
167,2024-3-29,OKC,H,PHX,W
168,2024-3-29,DEN,H,MIN,L
169,2024-3-29,ORL,H,LAC,L
170,2024-3-28,ATL,H,BOS,W
171,2024-3-28,NOP,H,MIL,W
172,2024-3-27,ORL,H,GSW,L
173,2024-3-27,MEM,H,LAL,L
174,2024-3-27,DEN,H,PHX,L
175,2024-3-27,UTA,H,SAS,L
176,2024-3-27,MIN,H,DET,W
177,2024-3-27,CHI,H,IND,W
178,2024-3-27,ATL,H,POR,W
179,2024-3-27,CHA,H,CLE,W
180,2024-3-27,PHI,H,LAC,L
181,2024-3-27,TOR,H,NYK,L
182,2024-3-27,WAS,H,BKN,L
183,2024-3-27,OKC,H,HOU,L
184,2024-3-26,MIL,H,LAL,L
185,2024-3-26,NOP,H,OKC,L
186,2024-3-26,SAC,H,DAL,L
187,2024-3-26,MIA,H,GSW,L
188,2024-3-25,HOU,H,POR,W
189,2024-3-25,LAC,H,IND,L
190,2024-3-25,ATL,H,BOS,W
191,2024-3-25,CLE,H,CHA,W
192,2024-3-25,SAS,H,PHX,W
193,2024-3-25,CHI,H,WAS,L
194,2024-3-25,UTA,H,DAL,L
195,2024-3-25,SAC,H,PHI,W
196,2024-3-25,TOR,H,BKN,L
197,2024-3-25,DEN,H,MEM,W
198,2024-3-25,NYK,H,DET,W
199,2024-3-24,LAL,H,IND,W
200,2024-3-24,MIA,H,CLE,W
201,2024-3-24,DET,H,NOP,L
202,2024-3-24,LAC,H,PHI,L
203,2024-3-24,MIL,H,OKC,W
204,2024-3-24,MIN,H,GSW,W
205,2024-3-23,ATL,H,CHA,W
206,2024-3-23,POR,H,DEN,L
207,2024-3-23,WAS,H,TOR,W
208,2024-3-23,HOU,H,UTA,W
209,2024-3-23,CHI,H,BOS,L
210,2024-3-23,NYK,H,BKN,W
211,2024-3-23,SAS,H,PHX,L
212,2024-3-23,ORL,H,SAC,L
213,2024-3-22,TOR,H,OKC,L
214,2024-3-22,GSW,H,IND,L
215,2024-3-22,MIA,H,NOP,L
216,2024-3-22,SAS,H,MEM,L
217,2024-3-22,POR,H,LAC,L
218,2024-3-22,MIN,H,CLE,W
219,2024-3-22,DET,H,BOS,L
220,2024-3-22,LAL,H,PHI,W
221,2024-3-21,ORL,H,NOP,W
222,2024-3-21,WAS,H,SAC,W
223,2024-3-21,HOU,H,CHI,W
224,2024-3-21,MIL,H,BKN,W
225,2024-3-21,PHX,H,ATL,W
226,2024-3-21,DEN,H,NYK,W
227,2024-3-21,DAL,H,UTA,W
228,2024-3-20,DET,H,IND,L
229,2024-3-20,POR,H,LAC,L
230,2024-3-20,PHX,H,PHI,W
231,2024-3-20,CLE,H,MIA,L
232,2024-3-20,TOR,H,SAC,L
233,2024-3-20,GSW,H,MEM,W
234,2024-3-20,OKC,H,UTA,W
235,2024-3-20,BOS,H,MIL,W
236,2024-3-19,ORL,H,CHA,W
237,2024-3-19,BKN,H,NOP,L
238,2024-3-19,WAS,H,HOU,L
239,2024-3-19,MIN,H,DEN,L
240,2024-3-19,SAS,H,DAL,L
241,2024-3-18,GSW,H,NYK,L
242,2024-3-18,LAL,H,ATL,W
243,2024-3-18,BOS,H,DET,W
244,2024-3-18,IND,H,CLE,L
245,2024-3-18,SAC,H,MEM,W
246,2024-3-18,UTA,H,MIN,L
247,2024-3-18,CHI,H,POR,W
248,2024-3-18,PHI,H,MIA,W
249,2024-3-17,DET,H,MIA,L
250,2024-3-17,SAS,H,BKN,W
251,2024-3-17,DAL,H,DEN,W
252,2024-3-17,MIL,H,PHX,W
253,2024-3-17,LAC,H,ATL,L
254,2024-3-17,ORL,H,TOR,W
255,2024-3-17,WAS,H,BOS,L
256,2024-3-16,SAC,H,NYK,L
257,2024-3-16,HOU,H,CLE,W
258,2024-3-16,IND,H,BKN,W
259,2024-3-16,NOP,H,POR,W
260,2024-3-16,LAL,H,GSW,L
261,2024-3-16,UTA,H,MIN,L
262,2024-3-16,CHI,H,WAS,W
263,2024-3-16,MEM,H,OKC,L
264,2024-3-16,PHI,H,CHA,W
265,2024-3-15,UTA,H,ATL,W
266,2024-3-15,TOR,H,ORL,L
267,2024-3-15,SAS,H,DEN,L
268,2024-3-15,DET,H,MIA,L
269,2024-3-15,CHA,H,PHX,L
270,2024-3-15,NOP,H,LAC,W
271,2024-3-14,CHI,H,LAC,L
272,2024-3-14,BOS,H,PHX,W
273,2024-3-14,HOU,H,WAS,W
274,2024-3-14,OKC,H,DAL,W
275,2024-3-14,POR,H,NYK,L
276,2024-3-14,MIL,H,PHI,W
277,2024-3-13,MIA,H,DEN,L
278,2024-3-13,MEM,H,CHA,L
279,2024-3-13,IND,H,CHI,L
280,2024-3-13,ORL,H,BKN,W
281,2024-3-13,POR,H,ATL,W
282,2024-3-13,DET,H,TOR,W
283,2024-3-13,DAL,H,GSW,W
284,2024-3-13,SAC,H,LAL,W
285,2024-3-13,NOP,H,CLE,L
286,2024-3-12,OKC,H,IND,L
287,2024-3-12,LAC,H,MIN,L
288,2024-3-12,SAS,H,HOU,L
289,2024-3-12,SAC,H,MIL,W
290,2024-3-12,MEM,H,WAS,W
291,2024-3-12,UTA,H,BOS,L
292,2024-3-12,NYK,H,PHI,W
293,2024-3-11,DEN,H,TOR,W
294,2024-3-11,SAS,H,GSW,L
295,2024-3-11,DET,H,CHA,W
296,2024-3-11,POR,H,BOS,L
297,2024-3-11,CHI,H,DAL,L
298,2024-3-11,CLE,H,PHX,L
299,2024-3-10,CLE,H,BKN,L
300,2024-3-10,ATL,H,NOP,L
301,2024-3-10,LAC,H,MIL,L
302,2024-3-10,OKC,H,MEM,W
303,2024-3-10,SAC,H,HOU,L
304,2024-3-10,LAL,H,MIN,W
305,2024-3-10,ORL,H,IND,L
306,2024-3-10,MIA,H,WAS,L
307,2024-3-10,NYK,H,PHI,L
308,2024-3-9,LAC,H,CHI,W
309,2024-3-9,CHA,H,BKN,W
310,2024-3-9,GSW,H,SAS,L
311,2024-3-9,POR,H,TOR,W
312,2024-3-9,DET,H,DAL,L
313,2024-3-9,DEN,H,UTA,W
314,2024-3-9,PHX,H,BOS,L
315,2024-3-8,OKC,H,MIA,W
316,2024-3-8,POR,H,HOU,L
317,2024-3-8,CLE,H,MIN,W
318,2024-3-8,NYK,H,ORL,W
319,2024-3-8,MEM,H,ATL,L
320,2024-3-8,PHI,H,NOP,L
321,2024-3-8,WAS,H,CHA,W
322,2024-3-8,LAL,H,MIL,W
323,2024-3-7,DAL,H,MIA,W
324,2024-3-7,DET,H,BKN,W
325,2024-3-7,SAC,H,SAS,W
326,2024-3-7,IND,H,MIN,L
327,2024-3-7,GSW,H,CHI,L
328,2024-3-7,DEN,H,BOS,W
329,2024-3-7,PHX,H,TOR,W
330,2024-3-6,UTA,H,CHI,L
331,2024-3-6,WAS,H,ORL,L
332,2024-3-6,GSW,H,MIL,W
333,2024-3-6,PHI,H,MEM,L
334,2024-3-6,POR,H,OKC,L
335,2024-3-6,ATL,H,CLE,W
336,2024-3-6,LAL,H,SAC,L
337,2024-3-6,HOU,H,LAC,L
338,2024-3-5,MIA,H,DET,W
339,2024-3-5,CHA,H,ORL,L
340,2024-3-5,BKN,H,PHI,W
341,2024-3-5,DAL,H,IND,L
342,2024-3-5,HOU,H,SAS,W
343,2024-3-5,NYK,H,ATL,L
344,2024-3-5,TOR,H,NOP,L
345,2024-3-5,CLE,H,BOS,W
346,2024-3-5,DEN,H,PHX,L
347,2024-3-4,LAL,H,OKC,W
348,2024-3-4,MIL,H,LAC,W
349,2024-3-4,UTA,H,WAS,W
350,2024-3-4,MIN,H,POR,W
351,2024-3-4,BKN,H,MEM,L
352,2024-3-4,SAC,H,CHI,L
353,2024-3-3,BOS,H,GSW,W
354,2024-3-3,ORL,H,DET,W
355,2024-3-3,TOR,H,CHA,W
356,2024-3-3,SAS,H,IND,W
357,2024-3-3,MIN,H,LAC,L
358,2024-3-3,CLE,H,NYK,L
359,2024-3-3,DAL,H,PHI,L
360,2024-3-3,PHX,H,OKC,L
361,2024-3-2,LAL,H,DEN,L
362,2024-3-2,MIA,H,UTA,W
363,2024-3-2,PHX,H,HOU,L
364,2024-3-2,BKN,H,ATL,W
365,2024-3-2,MEM,H,POR,L
366,2024-3-1,DET,H,CLE,L
367,2024-3-1,NOP,H,IND,W
368,2024-3-1,MEM,H,POR,L
369,2024-3-1,CHI,H,MIL,L
370,2024-3-1,BOS,H,DAL,W
371,2024-3-1,LAC,H,WAS,W
372,2024-3-1,MIN,H,SAC,L
373,2024-3-1,TOR,H,GSW,L
374,2024-3-1,PHI,H,CHA,W
375,2024-2-29,BKN,H,ATL,W
376,2024-2-29,NYK,H,GSW,L
377,2024-2-29,PHX,H,HOU,W
378,2024-2-29,ORL,H,UTA,W
379,2024-2-29,CHA,H,MIL,L
380,2024-2-29,LAL,H,WAS,W
381,2024-2-29,DEN,H,MIA,W
382,2024-2-29,SAS,H,OKC,W
383,2024-2-28,MIN,H,MEM,W
384,2024-2-28,DEN,H,SAC,W
385,2024-2-28,LAC,H,LAL,L
386,2024-2-28,CHI,H,CLE,W
387,2024-2-28,TOR,H,DAL,L
388,2024-2-28,IND,H,NOP,W
389,2024-2-27,CLE,H,DAL,W
390,2024-2-27,MIL,H,CHA,W
391,2024-2-27,ATL,H,UTA,W
392,2024-2-27,OKC,H,HOU,W
393,2024-2-27,BOS,H,PHI,W
394,2024-2-27,POR,H,MIA,L
395,2024-2-27,ORL,H,BKN,W
396,2024-2-27,WAS,H,GSW,L
397,2024-2-27,CHI,H,DET,L
398,2024-2-27,NYK,H,NOP,L
399,2024-2-27,MIN,H,SAS,W
400,2024-2-26,NYK,H,DET,W
401,2024-2-26,IND,H,TOR,L
402,2024-2-26,MEM,H,BKN,L
403,2024-2-26,SAC,H,MIA,L
404,2024-2-25,NOP,H,CHI,L
405,2024-2-25,GSW,H,DEN,L
406,2024-2-25,LAC,H,SAC,L
407,2024-2-25,WAS,H,CLE,L
408,2024-2-25,POR,H,CHA,L
409,2024-2-25,IND,H,DAL,W
410,2024-2-25,ATL,H,ORL,W
411,2024-2-25,PHX,H,LAL,W
412,2024-2-25,PHI,H,MIL,L
413,2024-2-25,HOU,H,OKC,L
414,2024-2-25,UTA,H,SAS,W
415,2024-2-24,NYK,H,BOS,L
416,2024-2-24,DET,H,ORL,L
417,2024-2-24,MIN,H,BKN,W
418,2024-2-23,ATL,H,TOR,L
419,2024-2-23,MIN,H,MIL,L
420,2024-2-23,OKC,H,WAS,W
421,2024-2-23,NOP,H,MIA,L
422,2024-2-23,PHI,H,CLE,W
423,2024-2-23,HOU,H,PHX,W
424,2024-2-23,GSW,H,CHA,W
425,2024-2-23,POR,H,DEN,L
426,2024-2-23,LAL,H,SAS,W
427,2024-2-23,MEM,H,LAC,L
428,2024-2-22,GSW,H,LAL,W
429,2024-2-22,DEN,H,WAS,W
430,2024-2-22,SAC,H,SAS,W
431,2024-2-22,IND,H,DET,W
432,2024-2-22,CLE,H,ORL,L
433,2024-2-22,NOP,H,HOU,W
434,2024-2-22,DAL,H,PHX,W
435,2024-2-22,UTA,H,CHA,L
436,2024-2-22,CHI,H,BOS,L
437,2024-2-22,OKC,H,LAC,W
438,2024-2-22,TOR,H,BKN,W
439,2024-2-22,PHI,H,NYK,L
440,2024-2-15,UTA,H,GSW,L
441,2024-2-15,POR,H,MIN,L
442,2024-2-15,MEM,H,MIL,W
443,2024-2-14,CLE,H,CHI,W
444,2024-2-14,DAL,H,SAS,W
445,2024-2-14,ORL,H,NYK,W
446,2024-2-14,PHX,H,DET,W
447,2024-2-14,GSW,H,LAC,L
448,2024-2-14,NOP,H,WAS,W
449,2024-2-14,BOS,H,BKN,W
450,2024-2-14,CHA,H,ATL,W
451,2024-2-14,TOR,H,IND,L
452,2024-2-14,UTA,H,LAL,L
453,2024-2-14,MEM,H,HOU,W
454,2024-2-14,DEN,H,SAC,L
455,2024-2-14,PHI,H,MIA,L
456,2024-2-13,POR,H,MIN,L
457,2024-2-13,PHX,H,SAC,W
458,2024-2-13,LAL,H,DET,W
459,2024-2-13,BKN,H,BOS,L
460,2024-2-13,ORL,H,OKC,L
461,2024-2-13,MIL,H,MIA,L
462,2024-2-12,LAC,H,MIN,L
463,2024-2-12,MEM,H,NOP,L
464,2024-2-12,CLE,H,PHI,L
465,2024-2-12,HOU,H,NYK,W
466,2024-2-12,DAL,H,WAS,W
467,2024-2-12,ATL,H,CHI,L
468,2024-2-12,UTA,H,GSW,L
469,2024-2-12,CHA,H,IND,W
470,2024-2-12,TOR,H,SAS,L
471,2024-2-12,MIL,H,DEN,W
472,2024-2-11,OKC,H,SAC,W
473,2024-2-11,MIA,H,BOS,L
474,2024-2-10,GSW,H,PHX,W
475,2024-2-10,POR,H,NOP,L
476,2024-2-10,BKN,H,SAS,W
477,2024-2-10,DAL,H,OKC,W
478,2024-2-10,ORL,H,CHI,W
479,2024-2-10,NYK,H,IND,L
480,2024-2-10,CHA,H,MEM,W
481,2024-2-10,ATL,H,HOU,W
482,2024-2-10,LAC,H,DET,W
483,2024-2-10,TOR,H,CLE,L
484,2024-2-10,WAS,H,PHI,L
485,2024-2-9,BOS,H,WAS,W
486,2024-2-9,TOR,H,HOU,W
487,2024-2-9,LAL,H,NOP,W
488,2024-2-9,PHI,H,ATL,L
489,2024-2-9,MIL,H,CHA,W
490,2024-2-9,SAC,H,DEN,W
491,2024-2-8,NYK,H,DAL,L
492,2024-2-8,LAL,H,DEN,L
493,2024-2-8,IND,H,GSW,L
494,2024-2-8,ORL,H,SAS,W
495,2024-2-8,MEM,H,CHI,L
496,2024-2-8,POR,H,DET,L
497,2024-2-8,MIL,H,MIN,L
498,2024-2-8,BKN,H,CLE,L
499,2024-2-8,PHX,H,UTA,W
500,2024-2-7,SAC,H,DET,L
501,2024-2-7,PHI,H,GSW,L
502,2024-2-7,LAC,H,NOP,L
503,2024-2-7,WAS,H,CLE,L
504,2024-2-7,CHA,H,TOR,L
505,2024-2-7,MIA,H,SAS,W
506,2024-2-7,BOS,H,ATL,W
507,2024-2-6,CHI,H,MIN,W
508,2024-2-6,MIA,H,ORL,W
509,2024-2-6,NYK,H,MEM,W
510,2024-2-6,PHX,H,MIL,W
511,2024-2-6,IND,H,HOU,W
512,2024-2-6,UTA,H,OKC,W
513,2024-2-6,BKN,H,DAL,L
514,2024-2-5,ATL,H,LAC,L
515,2024-2-5,PHI,H,DAL,L
516,2024-2-5,BKN,H,GSW,L
517,2024-2-5,NOP,H,TOR,W
518,2024-2-5,CHA,H,LAL,L
519,2024-2-5,CLE,H,SAC,W
520,2024-2-4,OKC,H,TOR,W
521,2024-2-4,CHA,H,IND,L
522,2024-2-4,MIN,H,HOU,W
523,2024-2-4,WAS,H,PHX,L
524,2024-2-4,MIA,H,LAC,L
525,2024-2-4,BOS,H,MEM,W
526,2024-2-4,DET,H,ORL,L
527,2024-2-4,UTA,H,MIL,W
528,2024-2-4,DEN,H,POR,W
529,2024-2-3,ATL,H,GSW,W
530,2024-2-3,PHI,H,BKN,L
531,2024-2-3,CHI,H,SAC,L
532,2024-2-3,DAL,H,MIL,L
533,2024-2-3,SAS,H,CLE,L
534,2024-2-3,NYK,H,LAL,L
535,2024-2-2,WAS,H,MIA,L
536,2024-2-2,OKC,H,CHA,W
537,2024-2-2,MEM,H,GSW,L
538,2024-2-2,ATL,H,PHX,W
539,2024-2-2,DEN,H,POR,W
540,2024-2-2,IND,H,SAC,L
541,2024-2-2,DET,H,LAC,L
542,2024-2-2,HOU,H,TOR,W
543,2024-2-2,MIN,H,ORL,L
544,2024-2-2,SAS,H,NOP,L
545,2024-2-1,NYK,H,IND,W
546,2024-2-1,BOS,H,LAL,L
547,2024-2-1,MEM,H,CLE,L
548,2024-2-1,UTA,H,PHI,L
549,2024-1-31,CLE,H,DET,W
550,2024-1-31,BKN,H,PHX,L
551,2024-1-31,WAS,H,LAC,L
552,2024-1-31,POR,H,MIL,W
553,2024-1-31,MIN,H,DAL,W
554,2024-1-31,MIA,H,SAC,W
555,2024-1-31,HOU,H,NOP,L
556,2024-1-31,SAS,H,ORL,L
557,2024-1-31,OKC,H,DEN,W
558,2024-1-31,CHA,H,CHI,L
559,2024-1-30,NYK,H,UTA,W
560,2024-1-30,ATL,H,LAL,W
561,2024-1-30,GSW,H,PHI,W
562,2024-1-30,BOS,H,IND,W
563,2024-1-30,CHI,H,TOR,L
564,2024-1-29,SAS,H,WAS,L
565,2024-1-29,DEN,H,MIL,W
566,2024-1-29,MEM,H,SAC,L
567,2024-1-29,OKC,H,MIN,L
568,2024-1-29,BOS,H,NOP,W
569,2024-1-29,MIA,H,PHX,L
570,2024-1-29,CHA,H,NYK,L
571,2024-1-29,CLE,H,LAC,W
572,2024-1-29,POR,H,PHI,W
573,2024-1-29,BKN,H,UTA,W
574,2024-1-29,DAL,H,ORL,W
575,2024-1-29,HOU,H,LAL,W
576,2024-1-28,ORL,H,PHX,W
577,2024-1-28,POR,H,CHI,L
578,2024-1-28,DET,H,OKC,W
579,2024-1-28,ATL,H,TOR,W
580,2024-1-28,IND,H,MEM,W
581,2024-1-27,SAS,H,MIN,W
582,2024-1-27,BKN,H,HOU,W
583,2024-1-27,DET,H,WAS,L
584,2024-1-27,BOS,H,LAC,L
585,2024-1-27,NYK,H,MIA,W
586,2024-1-27,CHA,H,UTA,L
587,2024-1-27,DAL,H,SAC,L
588,2024-1-27,MIL,H,NOP,W
589,2024-1-27,GSW,H,LAL,L
590,2024-1-27,DEN,H,PHI,W
591,2024-1-26,CHA,H,HOU,L
592,2024-1-26,MIL,H,CLE,L
593,2024-1-26,NOP,H,OKC,L
594,2024-1-26,IND,H,PHX,W
595,2024-1-26,TOR,H,LAC,L
596,2024-1-26,SAS,H,POR,W
597,2024-1-26,MEM,H,ORL,W
598,2024-1-26,ATL,H,DAL,L
599,2024-1-25,WAS,H,UTA,L
600,2024-1-25,MIA,H,BOS,L
601,2024-1-25,BKN,H,MIN,L
602,2024-1-25,IND,H,PHI,W
603,2024-1-25,LAL,H,CHI,W
604,2024-1-25,NYK,H,DEN,W
605,2024-1-25,GSW,H,SAC,L
606,2024-1-24,DAL,H,PHX,L
607,2024-1-24,MIA,H,MEM,L
608,2024-1-24,DET,H,CHA,W
609,2024-1-24,MIL,H,CLE,W
610,2024-1-24,HOU,H,POR,L
611,2024-1-24,WAS,H,MIN,L
612,2024-1-24,GSW,H,ATL,W
613,2024-1-24,SAS,H,OKC,L
614,2024-1-23,OKC,H,POR,W
615,2024-1-23,IND,H,DEN,L
616,2024-1-23,NOP,H,UTA,W
617,2024-1-23,BKN,H,NYK,L
618,2024-1-23,LAC,H,LAL,W
619,2024-1-22,PHI,H,SAS,W
620,2024-1-22,ORL,H,CLE,L
621,2024-1-22,SAC,H,ATL,W
622,2024-1-22,MIN,H,CHA,L
623,2024-1-22,PHX,H,CHI,W
624,2024-1-22,DAL,H,BOS,L
625,2024-1-22,TOR,H,MEM,L
626,2024-1-22,DET,H,MIL,L
627,2024-1-21,HOU,H,BOS,L
628,2024-1-21,WAS,H,DEN,L
629,2024-1-21,LAL,H,POR,W
630,2024-1-21,ORL,H,MIA,W
631,2024-1-21,PHX,H,IND,W
632,2024-1-21,LAC,H,BKN,W
633,2024-1-20,ATL,H,CLE,L
634,2024-1-20,CHA,H,PHI,L
635,2024-1-20,HOU,H,UTA,W
636,2024-1-20,NYK,H,TOR,W
637,2024-1-20,WAS,H,SAS,L
638,2024-1-20,MIN,H,OKC,L
639,2024-1-20,DET,H,MIL,L
640,2024-1-20,CHI,H,MEM,W
641,2024-1-19,NOP,H,PHX,L
642,2024-1-19,CHA,H,SAS,W
643,2024-1-19,MIA,H,ATL,L
644,2024-1-19,ORL,H,PHI,L
645,2024-1-19,POR,H,IND,W
646,2024-1-19,LAL,H,BKN,L
647,2024-1-19,BOS,H,DEN,L
648,2024-1-18,MIN,H,MEM,W
649,2024-1-18,SAC,H,IND,L
650,2024-1-18,UTA,H,OKC,L
651,2024-1-18,TOR,H,CHI,L
652,2024-1-18,NYK,H,WAS,W
653,2024-1-17,NOP,H,CHA,W
654,2024-1-17,DET,H,MIN,L
655,2024-1-17,LAL,H,DAL,W
656,2024-1-17,NYK,H,HOU,W
657,2024-1-17,BOS,H,SAS,W
658,2024-1-17,CLE,H,MIL,W
659,2024-1-17,ATL,H,ORL,W
660,2024-1-17,TOR,H,MIA,W
661,2024-1-17,POR,H,BKN,W
662,2024-1-16,PHI,H,DEN,W
663,2024-1-16,PHX,H,SAC,W
664,2024-1-16,LAC,H,OKC,W
665,2024-1-15,BKN,H,MIA,L
666,2024-1-15,UTA,H,IND,W
667,2024-1-15,CLE,H,CHI,W
668,2024-1-15,MEM,H,GSW,W
669,2024-1-15,DAL,H,NOP,W
670,2024-1-15,TOR,H,BOS,L
